u₀
2.0531269057911275e-8
3.3270660305435684e10
2.7954962859850716e10
8.282960946592761e10
6.018778995940061e8
7.842580418315746e-13
2.937106339859498e9
62292.54095572585
1.148019696259867e6
2.421717470457109e11
3.803879981312605e12
6.044943136179892e9
7.999510975305322e13
1.0538913420788617e13
438464.60888413334
1.0134733496310888e10
0.4864430710056401
0.00011119767948075634
5.633920757469981e7
672274.8414903242
4.246978689131728e-25
4.812278127014542e13
193474.41269148147
25716.06393592323
1.5739908460097235e11
110099.48457584484
1.3668956424452205
80362.12641976823
1.7583913937084976e10
