O,O3,NO,NO2,NO3,O1D,N2O5,OH,HO2,H2,CO,H2O2,HONO,HNO3,HO2NO2,SO2,SO3,HSO3,NA,SA,CL,CH4,CH3O2,CH3OOH,HCHO,CH3NO3,CH3O,CH3O2NO2,CH3OH,times
5.50328524254086e-17,6.814247528731543e-9,1.1183669845994749e-9,3.4317947465125843e-9,2.2914392485657336e-14,4.058491394556298e-21,7.167511388109984e-14,5.871062693785944e-13,7.454739776193501e-12,4.0505163507190986e-9,1.46866157979768e-7,3.4565196092620177e-10,3.188657932748636e-11,1.373160352004308e-10,8.060336114147594e-12,5.321631409085456e-11,2.8189190077483147e-18,8.035270816127971e-22,2.8624150378918015e-12,7.611339400983723e-13,6.487328309120387e-206,2.0368096791747757e-6,8.590716954097055e-13,1.715211691953716e-13,8.791365149059602e-9,4.673104812422086e-14,1.9255662225153282e-17,2.6787144702148117e-13,7.189653781594777e-10,420.0
5.750200230573369e-17,7.131230570258585e-9,8.086336735961002e-10,3.481150133436079e-9,3.846854731506503e-14,4.252691739812834e-21,7.958848503026957e-14,5.125276622831434e-13,8.292991781184951e-12,4.049838979177072e-9,1.4594724695794958e-7,3.469066457220096e-10,3.298164815598693e-11,1.4336948773572588e-10,8.180077029436138e-12,8.772810935266316e-11,2.1307002505340442e-18,3.202190217665775e-22,2.8754657811362342e-12,7.773450678265997e-13,7.732590059212161e-210,2.0323789211330506e-6,9.898563908947673e-13,1.8642323501478202e-13,8.546620883287916e-9,4.8934469380358874e-14,1.6357844504657538e-17,3.200858444792274e-13,7.166652294004736e-10,435.0
5.97560645765427e-17,7.435402493943034e-9,8.135398184019397e-10,3.4114911588464896e-9,4.138441124583907e-14,4.438861824326703e-21,8.369498097237991e-14,5.196079361193023e-13,8.653223475069125e-12,4.050050355591169e-9,1.4532724167405428e-7,3.4983931860387993e-10,3.4393858836715706e-11,1.4969570115476917e-10,8.219180051920335e-12,1.2095031132303092e-10,3.8077897106147926e-18,6.996684445995787e-22,2.889823106882994e-12,7.996346569725207e-13,8.746086621131006e-214,2.028684797810789e-6,1.0400642903866246e-12,2.0065697364749967e-13,8.656248224763223e-9,5.135622969542967e-14,1.649758228111157e-17,3.293720332351142e-13,7.211659919138449e-10,450.0
6.017629236983165e-17,7.475821133498387e-9,8.184588566199054e-10,3.4776132955869784e-9,4.2080096896910783e-14,4.4682675259210094e-21,8.778204599201461e-14,5.188775458183922e-13,8.60220086746318e-12,4.04949337485913e-9,1.4540003640747633e-7,3.500222692460262e-10,3.578158632195716e-11,1.5616497746557766e-10,8.370945607946883e-12,1.2091440087256587e-10,4.4642616897974275e-18,8.998557370613897e-22,2.9042868397153748e-12,8.19997697076555e-13,6.377992900165382e-218,2.025925696354609e-6,1.0407606872485273e-12,2.1497071529243192e-13,8.602243315622126e-9,5.379867267339185e-14,1.6309238367269096e-17,3.375543769897716e-13,7.208458358518995e-10,465.0
6.112583015789905e-17,7.588318324525487e-9,6.804767320743785e-10,3.5480084113387668e-9,5.0767016772519445e-14,4.541147606024672e-21,1.0099649813467135e-13,4.787068064596476e-13,9.278528830702534e-12,4.048492028824358e-9,1.4483360285717466e-7,3.542194038856912e-10,3.667996160863413e-11,1.6206476332664638e-10,8.931180973098668e-12,1.2086421988925627e-10,2.531032439775051e-18,2.1003159710139643e-22,2.919075207341697e-12,8.384582958919315e-13,1.8973893615103652e-222,2.0242833251250723e-6,1.1199560425531744e-12,2.320300297141353e-13,8.785582408321372e-9,5.589759729186422e-14,1.4650663045779838e-17,3.7185597329403727e-13,7.21819279454538e-10,480.0
6.0381894935382e-17,7.488156129152238e-9,8.526340211749213e-10,3.626091171913628e-9,3.892332321581927e-14,4.4829593693283755e-21,9.586477647853625e-14,5.210702163679277e-13,8.376366024376478e-12,4.0453394491145386e-9,1.4415792761738255e-7,3.5545480382435373e-10,3.8194953713157587e-11,1.6895440889878709e-10,8.879736592584217e-12,7.97788198964003e-11,6.378636276121496e-18,1.9149010327315468e-21,2.932985590585389e-12,8.408724698612073e-13,0.0,2.022826711629045e-6,9.902514941108699e-13,2.4451418538184807e-13,8.910006339951454e-9,5.850959227072495e-14,1.6591273324819537e-17,3.4342704064280053e-13,7.218344069795008e-10,495.0
6.211305188420468e-17,7.727016087071202e-9,8.137015930578404e-10,3.684350425554354e-9,4.578368938150711e-14,4.627253898980822e-21,1.0217210930361079e-13,4.926017109156374e-13,8.307194100542768e-12,4.041808153795263e-9,1.4261089026974784e-7,3.5733926615397265e-10,3.947553866505384e-11,1.7546553673155957e-10,8.96754482367112e-12,8.908003754256722e-11,2.6425290327439107e-18,4.0073474125932183e-22,2.947150857683612e-12,8.558451695664768e-13,8.154087671652432e-235,2.0212460316443833e-6,9.9012731384168e-13,2.5771093367351985e-13,8.747391036777583e-9,6.082215891595362e-14,1.5425792041644393e-17,3.548775119986275e-13,7.241373487066346e-10,510.0
6.352577384502041e-17,7.929190404283585e-9,9.419764717102824e-10,3.7157140112803346e-9,3.9752826656374004e-14,4.749958709136657e-21,9.940941274238051e-14,5.209154118958776e-13,7.495724529245719e-12,4.0381362413190595e-9,1.4208378773929482e-7,3.5840467546624673e-10,4.119317546372043e-11,1.8264172363444179e-10,8.660272433043855e-12,8.898679666812789e-11,4.009494108114447e-18,8.933799600837266e-22,2.9618834323279788e-12,8.710779249983077e-13,2.5239105983972648e-239,2.0202035862302183e-6,9.018561751703263e-13,2.6733204176630316e-13,8.474703773801204e-9,6.342647102601629e-14,1.6621145724201406e-17,3.343280766520487e-13,7.238612281697038e-10,525.0
6.559585985575171e-17,8.2346488989032e-9,6.904946664348345e-10,3.6601364005817042e-9,5.304305732636945e-14,4.9342166130165495e-21,1.1639569082635446e-13,4.720370924107957e-13,8.488487560352098e-12,4.0348110016760825e-9,1.4140748352745686e-7,3.6012692819874866e-10,4.19694722463048e-11,1.8841841132530902e-10,9.191991299369797e-12,8.889752712301127e-11,1.1491483370191119e-18,2.4506648959233592e-22,2.977419219292369e-12,8.839204876912713e-13,0.0,2.0191948385501413e-6,1.031492328513459e-12,2.822813536430867e-13,8.454214434595467e-9,6.537019180586332e-14,1.4256686402727503e-17,3.8581306647829597e-13,7.2316086461936e-10,540.0
6.994799265768001e-17,8.834216860700045e-9,4.993574590469574e-10,3.747866211756149e-9,7.475237723968999e-14,5.293717756771619e-21,1.5291144336472061e-13,4.265207341541633e-13,9.782599522977034e-12,4.030430442410408e-9,1.4132566996030565e-7,3.6613477177048834e-10,4.2371079623870366e-11,1.9387073724205347e-10,1.0459943712220838e-11,8.878647534899149e-11,0.0,3.7185024642488803e-22,2.993089628948893e-12,8.954765525762078e-13,0.0,2.0189193620334637e-6,1.2151454130370195e-12,3.010687086152545e-13,8.462842054216275e-9,6.699401223532998e-14,1.1608288793139492e-17,4.764475276342e-13,7.259193863278245e-10,555.0
7.416496660941292e-17,9.425597410888725e-9,3.908897043872641e-10,3.8062896587073705e-9,1.0064298124996045e-13,5.647768989548286e-21,2.0708514667184714e-13,3.9928603108374936e-13,1.1187361362354745e-11,4.0261941224378265e-9,1.4308184821652162e-7,3.698156901267413e-10,4.262877103106188e-11,1.990819130747512e-10,1.2220159258868973e-11,8.868008768257476e-11,3.1858057001453485e-19,0.0,3.009853668931866e-12,9.06209072226843e-13,2.293407679651821e-255,2.020632954944191e-6,1.4105617898475747e-12,3.255732981010119e-13,8.574422773055143e-9,6.845376431797383e-14,1.0974692592149876e-17,5.807572593189727e-13,7.308258675210803e-10,570.0
7.667784715067203e-17,9.76564434131851e-9,3.9268762376659774e-10,3.9330904210919155e-9,1.1104691816481259e-13,5.852308714855503e-21,2.5830992133768944e-13,4.134412703384783e-13,1.1813551644826697e-11,4.0230364788683e-9,1.4523620171830552e-7,3.7352684410432745e-10,4.299410456386741e-11,2.0490649809912718e-10,1.3943946650542743e-11,8.859925396686864e-11,3.642202011221527e-18,6.995062109098046e-22,3.0285858122062407e-12,9.177405792584862e-13,0.0,2.022456731418918e-6,1.516458260278767e-12,3.533509784327423e-13,8.423719583256815e-9,7.011162877593323e-14,1.1324738759210694e-17,6.601553097361449e-13,7.376171472774096e-10,585.0
7.802920871862174e-17,9.944685889807209e-9,3.9622814029380455e-10,4.000869804886077e-9,1.1621533993159742e-13,5.963504068303926e-21,2.977903090312162e-13,4.2887139536350844e-13,1.226184904278904e-11,4.0210833303679064e-9,1.4625009577980035e-7,3.7880110402664255e-10,4.3398252360770164e-11,2.111558198795665e-10,1.5312670601600802e-11,8.854456339556628e-11,3.859886010427034e-18,4.901515424598567e-22,3.0493328899479666e-12,9.301448518703799e-13,0.0,2.0249981200100365e-6,1.5930183773156946e-12,3.8434924743958353e-13,8.153425796137912e-9,7.192622856854542e-14,1.2419482913311175e-17,7.136377373033627e-13,7.390247052267795e-10,600.0
