O,O3,NO,NO2,NO3,O1D,N2O5,OH,HO2,H2,CO,H2O2,HONO,HNO3,HO2NO2,SO2,SO3,HSO3,NA,SA,CL,CH4,CH3O2,CH3OOH,HCHO,CH3NO3,CH3O,CH3O2NO2,CH3OH,times
1.2307149671494314e-17,1.523889161229354e-9,2.5010320977087105e-10,7.674619559682817e-10,1.5341490514932393e-14,9.076116848861592e-22,3.11460353152327e-14,1.312878955421935e-13,1.6867542205174748e-12,4.050539904928184e-9,3.284409228431024e-8,9.420595944448355e-11,1.9830275193484258e-11,9.544718458064604e-11,2.0053306635986133e-12,1.1900913980084575e-11,1.1475400785961708e-18,5.446772351892689e-22,2.8627432171146413e-12,5.53743675333353e-13,0.0,4.554974784620041e-7,1.934624497902435e-13,1.3661030764332794e-13,1.9660375341511872e-9,3.1930422680050376e-14,4.536117467700628e-18,7.359593577247164e-14,1.6078425063645716e-10,420.0
1.2859332991371251e-17,1.5947770910918393e-9,1.8083693252880476e-10,7.784996342598826e-10,1.6210205726797276e-14,9.510412353945563e-22,2.318303724664622e-14,1.983459317257319e-13,1.8548564209135573e-12,4.04986254842993e-9,3.2638596945201117e-8,9.304530276749906e-11,2.1245379120888665e-11,1.0027159298788478e-10,2.400907599189439e-12,1.9618885733142884e-11,1.4368676738685938e-18,3.1390512152254584e-22,2.875794093076873e-12,5.59992058916032e-13,0.0,4.545066642233129e-7,2.2138840973246036e-13,1.4334014618496318e-13,1.911304806363111e-9,3.3834786511575384e-14,6.2243309512265294e-18,7.159180586358777e-14,1.602698774080275e-10,435.0
1.336341854599403e-17,1.6628002047489648e-9,1.8193396238005207e-10,7.629217455612068e-10,1.6758537916044602e-14,9.926752790843082e-22,3.224559370472705e-14,1.3227819815391196e-13,2.0646517690345874e-12,4.050073952656913e-9,3.2499948325947566e-8,9.194211569389826e-11,2.2039315423643696e-11,1.046910602085737e-10,2.058472705275276e-12,2.704846491121801e-11,1.6230938162640705e-18,4.914087016146598e-22,2.8901517517346494e-12,5.696750457661472e-13,0.0,4.536806067238529e-7,2.8096340079815714e-13,1.5322623072243112e-13,1.9358212287428703e-9,3.5470993730302855e-14,3.683256898011904e-18,9.960583817422251e-14,1.6127641950809886e-10,450.0
1.3457358604459577e-17,1.6718334512511298e-9,1.8302893372913736e-10,7.777135828479249e-10,1.4395756413516236e-14,9.99247984551225e-22,3.321835511778306e-14,1.1599308523399734e-13,2.0231437872838413e-12,4.049516882060399e-9,3.251622132071301e-8,9.102750113712e-11,2.286038552303189e-11,1.0915820445137462e-10,2.1703696110313997e-12,2.962091008715345e-11,2.2256516676319446e-18,7.678760738969015e-22,2.9046013246330407e-12,5.835969115793058e-13,0.0,4.5306350112560276e-7,2.595121577589624e-13,1.6393847852439173e-13,1.9237430085441007e-9,3.717174197718485e-14,4.630066184556714e-18,9.556911866700473e-14,1.6120478970725526e-10,465.0
1.3669052822479993e-17,1.6969923560639609e-9,1.5217424407494354e-10,7.934559560956411e-10,1.447927110628813e-14,1.0153862171133279e-21,3.4020133853086285e-14,1.2358506960662185e-13,2.0726178595866316e-12,4.048515561072108e-9,3.238955878060012e-8,8.991092773361776e-11,2.3669491435474488e-11,1.1365851563025064e-10,2.1363510572156755e-12,3.198014596014368e-11,2.537614737769797e-18,2.173781382808177e-22,2.9187681149978623e-12,5.973715958115352e-13,0.0,4.5269636990465986e-7,2.5023731509702326e-13,1.743114855115527e-13,1.9647450956878892e-9,3.886252185068321e-14,3.8280858084522905e-18,8.675319449301179e-14,1.6142254764122814e-10,480.0
1.3503375572346279e-17,1.6745978447050315e-9,1.9068298597553666e-10,8.109116876620342e-10,2.0342805927307242e-14,1.002537124360645e-21,4.653630269280187e-14,1.1664467766089369e-13,2.4527023876863826e-12,4.0453629538021786e-9,3.223845403504955e-8,8.876175938664996e-11,2.4202083913159266e-11,1.1783745238023847e-10,2.8541611666668285e-12,1.784116755723588e-11,3.3648034776258877e-18,1.151527256435613e-21,2.9316691770214433e-12,6.097130179791703e-13,0.0,4.523705750920269e-7,3.0582398986613836e-13,1.8688210985512886e-13,1.9925713870519697e-9,4.036020360301871e-14,3.845263402668971e-18,1.2257379286881657e-13,1.614259161607046e-10,495.0
1.3890549607067442e-17,1.7280194925095276e-9,1.819738177189969e-10,8.239408529980617e-10,1.859501173774743e-14,1.0348089199098628e-21,3.896168197186916e-14,1.5940941777949686e-13,1.85589557487422e-12,4.041831966178913e-9,3.18925288713308e-8,8.763403129771929e-11,2.5006131437529784e-11,1.2233419540454375e-10,2.234054797592513e-12,1.992125362411759e-11,2.2210238304228004e-18,3.9870801572293628e-22,2.9442765540142494e-12,6.178918775260241e-13,0.0,4.5201770125921746e-7,2.2122513533590968e-13,1.9592097688919885e-13,1.956208295599357e-9,4.199092311670809e-14,6.237009634758593e-18,8.083973801781386e-14,1.6194115699569871e-10,510.0
1.4206474665437746e-17,1.7732310112631907e-9,2.106612223091785e-10,8.309542149687018e-10,1.5471330151988136e-14,1.0622489331462073e-21,4.296673508641151e-14,1.233619886844656e-13,1.6766390935269669e-12,4.0381599244441e-9,3.1774627966564154e-8,8.664538143468634e-11,2.5720772070149536e-11,1.267923783835164e-10,2.3424442153252874e-12,2.179977005171213e-11,1.5860019603122022e-18,6.662100259458072e-22,2.956983333655853e-12,6.269039106875161e-13,0.0,4.5178423382120473e-7,2.0168816644700137e-13,2.0503053438202946e-13,1.8952247114603176e-9,4.355210023351534e-14,4.094051674618655e-18,9.795714866939793e-14,1.6187927838478966e-10,525.0
1.466940464859245e-17,1.841539832053591e-9,1.5441738520177942e-10,8.185274601178847e-10,1.540896068178869e-14,1.1034540797443904e-21,3.891552803204798e-14,1.5117024386532802e-13,1.8990068274033916e-12,4.034834666008389e-9,3.162338550600056e-8,8.5641397136688e-11,2.6655095786452314e-11,1.3148731994691055e-10,2.0547916720618287e-12,2.3522136298218565e-11,1.146733018640991e-18,2.185871867988036e-22,2.9698669233407956e-12,6.363229116942117e-13,0.0,4.515586865050472e-7,2.307135619795883e-13,2.120479191512454e-13,1.890641460785906e-9,4.5197380874496866e-14,5.0924516162648396e-18,8.630513468038537e-14,1.617226635345618e-10,540.0
1.5642730768452933e-17,1.975620931792095e-9,1.116721386983277e-10,8.38147665915216e-10,2.1257650474729777e-14,1.1838490899801402e-21,5.603390428197416e-14,1.1588370165810976e-13,2.2471728849729047e-12,4.0304540321119135e-9,3.1605087240252235e-8,8.45411239037896e-11,2.7141301144406287e-11,1.3565938555116955e-10,3.0129178408605614e-12,2.511416856715692e-11,1.251470999868354e-19,1.1981588890536595e-22,2.9820999584965314e-12,6.447786689113744e-13,0.0,4.514970434514616e-7,2.9536601103029105e-13,2.2233463177477152e-13,1.8925702522951436e-9,4.659692878641684e-14,2.7102257815010404e-18,1.3964394534700693e-13,1.6233954025248794e-10,555.0
1.6585777705965035e-17,2.107880828048145e-9,8.741726606881554e-11,8.512104329805149e-10,3.245974164705864e-14,1.2630312215850833e-21,9.213046085382464e-14,9.048615713943708e-14,3.1407374351121117e-12,4.026217927073907e-9,3.199785540579427e-8,8.35702890221132e-11,2.7334470938367842e-11,1.3954648739692938e-10,4.487467868671077e-12,2.6605270985395018e-11,3.432856276115277e-19,1.285784668224215e-22,2.9946005349203586e-12,6.524870731400016e-13,0.0,4.5188066330261455e-7,4.1842439094228496e-13,2.374969864614942e-13,1.9175263892733197e-9,4.7789330171056565e-14,2.3360899861782245e-18,2.0281014666524045e-13,1.6343694828260158e-10,570.0
1.714772780391954e-17,2.1839247638257734e-9,8.781945706100948e-11,8.795671997300044e-10,4.210193380100153e-14,1.3087720032770568e-21,1.324442366462439e-13,9.241634895303701e-14,3.9915504636063324e-12,4.023060131843841e-9,3.247961642042143e-8,8.353296663716066e-11,2.7504280499951828e-11,1.433142113219098e-10,5.833000420832886e-12,2.8018999574044954e-11,2.900899728651674e-18,6.894251078989766e-22,3.008149996499769e-12,6.599595743260327e-13,0.0,4.522881823041293e-7,5.20728490483158e-13,2.586269202302813e-13,1.883822540310885e-9,4.887789702725703e-14,2.876907240193697e-18,2.4527836922101363e-13,1.6495557894807e-10,585.0
1.744994677433791e-17,2.2239657726367065e-9,8.86121207481637e-11,8.947244954309644e-10,4.297080046171752e-14,1.3336398005885598e-21,1.5257062789314405e-13,9.590012518927507e-14,4.147356661836143e-12,4.021107022563628e-9,3.270635928262102e-8,8.471256793196395e-11,2.7684703273818592e-11,1.4740867817281363e-10,6.518999190655249e-12,2.936867157349658e-11,3.2841197169434333e-18,2.6815912832920954e-22,3.022782533097488e-12,6.679313995766866e-13,0.0,4.528565578637737e-7,5.075989383867867e-13,2.8254612210171693e-13,1.8233760423364412e-9,5.005558943079547e-14,2.8173886877705814e-18,2.4485856464629414e-13,1.6527036917538968e-10,600.0
