t,w_ap,K298CH3O2,K14ISOM1,KRO2HO2,KRO2NO3,KROPRIM,KRO2NO,KAPHO2,KNO3AL,KROSEC,KCH3O2,KAPNO,KBPAN,KFPAN,KMT01,KMT02,KMT03,KMT04,KMT05,KMT06,KMT07,KMT08,KMT09,KMT10,KMT11,KMT12,KMT13,KMT14,KMT15,KMT16,KMT17,KMT18,KPPN0,KPPNI,KRPPN,FCPPN,NCPPN,KBPPN,KDEC,K100,K10I,KR10,FC10,NC10,K120,K12I,KR12,FC12,NC12,K130,K13I,KR13,FC13,NC13,K140,K14I,KR14,FC14,NC14,K150,K15I,KR15,FC15,NC15,K160,K16I,KR16,FC16,NC16,K170,K17I,KR17,FC17,NC17,FPPN,KD0,KDI,KRD,FCD,NCD,KC0,KCI,KRC,FCC,K10,K1I,KR1,FC1,NC1,K20,K2I,KR2,FC2,NC2,K30,K3I,KR3,FC3,NC3,K40,K4I,KR4,FC4,NC4,K70,K7I,KR7,FC7,NC7,K80,K8I,KR8,FC8,NC8,K90,K9I,KR9,FC9,NC9,F10,F12,F13,F14,F15,F16,F17,FD,NC,FC,F1,F2,F3,F4,F7,F8,F9,K1,K3,K4,K2
120.0,true,3.5e-13,0.5466377322164915,2.3027229813363326e-11,2.3e-12,9.117159192789024e-15,9.058584273118162e-12,1.4030276002821448e-11,2.6917152650160012e-15,9.117159192789024e-15,3.5142700451863756e-13,1.988561613625263e-11,0.0003914301892703508,8.96241504352878e-12,2.2161407142319368e-12,2.057459126731901e-12,1.2378926787628761e-12,0.04128350002753983,2.263688326283296e-13,1.9265378383533305,9.661976500907672e-12,9.82256211760745e-12,7.432711608053427e-13,0.05692108431239228,1.5526152936277697e-13,8.874333058727056e-13,5.853300999274095e-12,1.3851994321050713,7.841670107002258e-12,2.860652763987692e-11,7.566624404107466e-13,2.2406703532031077e-12,1.378075250295819,0.0003655433503613939,3769.936585998314,0.36,1.3134958240255452,0.00013156070880336905,1.0e6,0.2764247062814114,0.2930589968372974,0.9432391063389836,0.4,1.2553838110134876,6.143143079567095e-12,2.0e-12,3.0715715397835477,0.53,1.1001696456069978,6.299736980948196e-11,1.8e-11,3.4998538783045534,0.36,1.3134958240255452,15.307103393603972,4.177919975166257,3.6638096192818623,0.36,1.3134958240255452,2.1224323866579676e-9,9.066645886527596e-12,234.09234387456934,0.48,1.1548236285330042,1.9812224133994008e-7,3.026152683973271e-11,6547.000830103852,0.5,1.1323080944932562,1.2169537863826917e-10,1.0e-12,121.69537863826918,0.37593997625609554,1.28959949273537,0.885652064353824,0.47133882499571694,0.0004886202694851806,964.6321579993565,0.3,1.4140560065060288,8.364126254212428e-9,1.1358419653748497e-11,736.3811612165699,0.3,2.436021068772228e-12,5.013036640093055e-11,0.048593721603578964,0.85,0.8396379643428482,3.1640798445949986e-12,2.295213746869597e-11,0.13785556351387462,0.6,1.0317479120127726,8.962052739679263e-11,1.8967045437534365e-12,47.250652555215744,0.35,1.32903358367515,2.7850693003566884,0.0640652795537435,43.47236630756183,0.35,1.32903358367515,1.8152164779026033e-11,3.308604182461416e-11,0.5486351276241765,0.81,0.8662240260241147,7.993975365142133e-11,3.0e-11,2.6646584550473777,0.41,1.241764501965936,3.455122489908319e-12,4.0e-12,0.8637806224770798,0.4,1.2553838110134876,0.4001497496336395,0.5881758156773974,0.4180968075670848,0.4220463055586875,0.8685867295161054,0.9454545106367184,0.762880116454632,0.8019232839023184,1.4140560065060288,0.7901262859074798,0.9539454600468243,0.7398964087627032,0.6664670614934414,0.6592205570783657,0.8243025773363318,0.45029329801891627,0.40093929833202574,1.1270278034325761e-13,5.785907032764152e-32,4.390294102312577e-14,4.255874901951937e-14
135.0,true,3.5e-13,0.5452889948076856,2.3041187224997643e-11,2.3e-12,9.115884402687322e-15,9.060104426889953e-12,1.4036686323239023e-11,2.6893826553533965e-15,9.115884402687322e-15,3.514867979108903e-13,1.9888304293415344e-11,0.0003889061706258341,8.964241764236563e-12,2.216734377261064e-12,2.057862194442995e-12,1.2379805467350889e-12,0.04107410252670661,2.2637399699427308e-13,1.9256788410002579,9.664403005324328e-12,9.825556564210592e-12,7.434558554343587e-13,0.05663416698784547,1.5532889706594672e-13,8.875837853046231e-13,5.855359001413374e-12,1.3786699203772776,7.842729173425045e-12,2.8610632367135447e-11,7.567198003620743e-13,2.2459877832599753e-12,1.3709346818682375,0.00036317590616957956,3774.85030966812,0.36,1.3134958240255452,0.00013070870002681464,1.0e6,0.27507316047161495,0.2915371658927435,0.9435269072102264,0.4,1.2553838110134876,6.145742761128953e-12,2.0e-12,3.072871380564477,0.53,1.1001696456069978,6.304936899499178e-11,1.8e-11,3.5027427219439877,0.36,1.3134958240255452,15.239078562825068,4.157406279746042,3.6655254592428133,0.36,1.3134958240255452,2.123477734369409e-9,9.067714205623813e-12,234.18004650526194,0.48,1.1548236285330042,1.982308119795427e-7,3.026572182812432e-11,6549.68062897272,0.5,1.1323080944932562,1.2172831610358712e-10,1.0e-12,121.72831610358712,0.37598360425647986,1.2895354883646433,0.8856820373278774,0.4691545269523757,0.00048541951396483923,966.4929271598223,0.3,1.4140560065060288,8.372619987017266e-9,1.1360159549692824e-11,737.016056015134,0.3,2.4367141663549056e-12,5.0132451088564715e-11,0.048605526229909865,0.85,0.8396379643428482,3.164936218693265e-12,2.2951373919576112e-11,0.13789746225143276,0.6,1.0317479120127726,8.967709732554447e-11,1.8966519621909753e-12,47.281788706216425,0.35,1.32903358367515,2.7723446233858664,0.06373438406829025,43.498413986637864,0.35,1.32903358367515,1.8159343051772618e-11,3.308741771845271e-11,0.5488292621169173,0.81,0.8662240260241147,7.99946481751474e-11,3.0e-11,2.6664882725049135,0.41,1.241764501965936,3.456824218740898e-12,4.0e-12,0.8642060546852245,0.4,1.2553838110134876,0.4001481904653982,0.5882144335563139,0.4181671529508497,0.4220871745555215,0.8686003068838433,0.9454590502781961,0.7629362652289514,0.8020043456758554,1.4140560065060288,0.7901653678617354,0.953940330907573,0.7398683597126833,0.6665237497918417,0.6592731664546049,0.8242869873024318,0.45034622609546127,0.4009330007519822,1.1272694759551172e-13,5.789508472061864e-32,4.394796353146378e-14,4.2601949470435004e-14
150.0,true,3.5e-13,0.5471997108499184,2.302142682763951e-11,2.3e-12,9.117689484214847e-15,9.057952052206571e-12,1.4027610542535841e-11,2.6926860913571507e-15,9.117689484214847e-15,3.5140213692215817e-13,1.988449812538937e-11,0.0003924795465710802,8.961522391815888e-12,2.2153732170167425e-12,2.056900179745876e-12,1.2378093211502806e-12,0.04136928562451586,2.2634591172591175e-13,1.9211316364775217,9.659524020744223e-12,9.820216540979295e-12,7.430997581740603e-13,0.057033633575590006,1.552331941581522e-13,8.872810037308345e-13,5.851815954029585e-12,1.3877769574484902,7.841138623632129e-12,2.860473454303804e-11,7.566214556579463e-13,2.237928815181393e-12,1.380707951568632,0.0003665326089777209,3766.9443802544624,0.36,1.3134958240255452,0.0001319167196759788,1.0e6,0.27691896807301675,0.29369432740205575,0.942881568474851,0.4,1.2553838110134876,6.140512964729414e-12,2.0e-12,3.0702564823647074,0.53,1.1001696456069978,6.295986931044769e-11,1.8e-11,3.4977705172470936,0.36,1.3134958240255452,15.331619510345357,4.186482263785301,3.662172330925614,0.36,1.3134958240255452,2.1214625279043707e-9,9.066201521048223e-12,233.99684233569627,0.48,1.1548236285330042,1.9802714067904787e-7,3.025978196725683e-11,6544.235543181603,0.5,1.1323080944932562,1.2165099196758555e-10,1.0e-12,121.65099196758555,0.37592182851489797,1.2896261185302755,0.8856337878306823,0.47213125683975593,0.0004899578055787264,963.6161552362368,0.3,1.4140560065060288,8.358487019111278e-9,1.1357695965152236e-11,735.9315696384942,0.3,2.4351185232096675e-12,5.0129499231911226e-11,0.04857655792538877,0.85,0.8396379643428482,3.162925791157225e-12,2.2952455099606557e-11,0.1378033756054028,0.6,1.0317479120127726,8.957440959919785e-11,1.896726417217197e-12,47.22579323306833,0.35,1.32903358367515,2.789675422809376,0.06420341834852676,43.450574666689675,0.35,1.32903358367515,1.8144602389569594e-11,3.308546949306141e-11,0.5484160469107089,0.81,0.8662240260241147,7.98967746739638e-11,3.0e-11,2.66322582246546,0.41,1.241764501965936,3.453543650076883e-12,4.0e-12,0.8633859125192207,0.4,1.2553838110134876,0.40015169862955885,0.5881367367609872,0.4180460594765375,0.4220072985862105,0.8685719368751813,0.9454498236573101,0.762841063434425,0.8018789388281345,1.4140560065060288,0.7900985845227256,0.9539529186274018,0.7399313554371916,0.6664217676774136,0.6591765136993176,0.8243201850395907,0.45025185261753303,0.4009451627887076,1.1269272969026666e-13,5.784409702171243e-32,4.3884227849246555e-14,4.254046446788555e-14
165.0,true,3.5e-13,0.5455759444338752,2.3038214128535675e-11,2.3e-12,9.116155868626403e-15,9.05978067168422e-12,1.4035320928066998e-11,2.6898792413311996e-15,9.116155868626403e-15,3.5147406338355303e-13,1.9887731789687476e-11,0.00038943487964580186,8.963664529116395e-12,2.2158700546179542e-12,2.0572218011078237e-12,1.2378955417228423e-12,0.04111631871127677,2.2634346059342566e-13,1.9204631365584226,9.661840805696764e-12,9.823359728588264e-12,7.432824585905578e-13,0.05668498028890196,1.553140799569279e-13,8.874246188630586e-13,5.854029193812066e-12,1.3798501293617496,7.842374736885717e-12,2.8609636676977792e-11,7.566833297226573e-13,2.24409676348058e-12,1.3719617829886777,0.00036367879168441945,3772.4547440181527,0.36,1.3134958240255452,0.0001308896688528956,1.0e6,0.27526203035726593,0.29186059321518104,0.9431284550097606,0.4,1.2553838110134876,6.1429930345161814e-12,2.0e-12,3.071496517258091,0.53,1.1001696456069978,6.3015764946718e-11,1.8e-11,3.5008758303732224,0.36,1.3134958240255452,15.248088869794326,4.161766443896843,3.6638502124873873,0.36,1.3134958240255452,2.1224963223811327e-9,9.0674866969285e-12,234.07768804338056,0.48,1.1548236285330042,1.9813685579121258e-7,3.026482845820501e-11,6546.769497300628,0.5,1.1323080944932562,1.216778032400588e-10,1.0e-12,121.6778032400588,0.37597431347299376,1.2895491177675664,0.8856674309837804,0.4694510260898605,0.00048609938903563924,965.7511132058671,0.3,1.4140560065060288,8.367819150177846e-9,1.1359789017177156e-11,736.6174792088879,0.3,2.4356958281126243e-12,5.013200714785768e-11,0.04858564351770045,0.85,0.8396379643428482,3.163622884241529e-12,2.2951536514943374e-11,0.13783926327467205,0.6,1.0317479120127726,8.963300525586419e-11,1.8966631592926313e-12,47.2582623945167,0.35,1.32903358367515,2.7740579362631754,0.06380470844288495,43.477323287926076,0.35,1.32903358367515,1.8151325361063125e-11,3.308712471758607e-11,0.5485918016749141,0.81,0.8662240260241147,7.99543726902554e-11,3.0e-11,2.665145756341847,0.41,1.241764501965936,3.455226571318123e-12,4.0e-12,0.8638066428295308,0.4,1.2553838110134876,0.400150351387268,0.5881735865120675,0.4181216959122266,0.42204727254526736,0.8685844599479421,0.945454118640943,0.7629020755380284,0.8019720535166245,1.4140560065060288,0.7901408378669889,0.9539489702922509,0.7399073227801356,0.6664809207159206,0.659230571872731,0.8243060582719792,0.45030739421513505,0.40093891246363633,1.1272180047330483e-13,5.788741317273717e-32,4.3938371614674356e-14,4.259227948362308e-14
180.0,true,3.5e-13,0.5468925428247122,2.3024597721437797e-11,2.3e-12,9.11739969958244e-15,9.058297527504575e-12,1.4029067035935632e-11,2.692155534316895e-15,9.11739969958244e-15,3.5141572574571366e-13,1.9885109061088887e-11,0.00039189638714868554,8.961774515308206e-12,2.2148691324290752e-12,2.056511475269557e-12,1.2377718512896785e-12,0.04131950558125663,2.2632159061369594e-13,1.9227540589185539,9.658303825365484e-12,9.819546650628242e-12,7.430256231844324e-13,0.05695931115712491,1.5524809389030448e-13,8.872050830682072e-13,5.8515114752093e-12,1.3861065508564951,7.841267663970325e-12,2.8605562219735876e-11,7.566134769195322e-13,2.2384802163581967e-12,1.3786516158177176,0.0003659916915980672,3766.8932040450677,0.36,1.3134958240255452,0.0001317220406251307,1.0e6,0.27652499910810385,0.29334697685595457,0.9426550158172893,0.4,1.2553838110134876,6.139202282777792e-12,2.0e-12,3.069601141388896,0.53,1.1001696456069978,6.295218284824785e-11,1.8e-11,3.497343491569325,0.36,1.3134958240255452,15.311364598941712,4.181801179520529,3.6614281601731387,0.36,1.3134958240255452,2.1210431219612798e-9,9.066444347605443e-12,233.9443160561034,0.48,1.1548236285330042,1.9799048682827165e-7,3.0260735462892124e-11,6542.818070997043,0.5,1.1323080944932562,1.2162081022283566e-10,1.0e-12,121.62081022283567,0.3759317455268617,1.28961156844306,0.8856334750824743,0.4714870342867261,0.0004892264481835711,963.739871458894,0.3,1.4140560065060288,8.35782735917173e-9,1.1358091428419598e-11,735.8478677376403,0.3,2.434522038754592e-12,5.0129973105764285e-11,0.04856419997709223,0.85,0.8396379643428482,3.1621410657937273e-12,2.295228152554788e-11,0.13777022830057176,0.6,1.0317479120127726,8.955952300333552e-11,1.8967144641491235e-12,47.21824222683534,0.35,1.32903358367515,2.785910520756702,0.06412789473436889,43.44303726633354,0.35,1.32903358367515,1.814061513343294e-11,3.308578224980443e-11,0.5482903501107388,0.81,0.8662240260241147,7.988450328106075e-11,3.0e-11,2.6628167760353585,0.41,1.241764501965936,3.4528608962160364e-12,4.0e-12,0.8632152240540091,0.4,1.2553838110134876,0.4001529405073005,0.5881172589522069,0.41803565592496733,0.4219895664694389,0.8685637973361197,0.9454474201424538,0.7628345625670726,0.8018843418143852,1.4140560065060288,0.7900934248783988,0.9539582895242621,0.7399535574270365,0.6664080038124066,0.6591612733762449,0.824330294273827,0.4502400181226407,0.4009477052772741,1.1269822181652718e-13,5.785227879090945e-32,4.389445278247201e-14,4.254987207377729e-14
195.0,true,3.5e-13,0.5462920864048539,2.3030802639653117e-11,2.3e-12,9.116832780739446e-15,9.058973466389506e-12,1.4031917011398989e-11,2.6911178350183594e-15,9.116832780739446e-15,3.514423129474244e-13,1.9886304372796648e-11,0.00039077450436856496,8.96268409963464e-12,2.2155140429528376e-12,2.0569770895761764e-12,1.237845201937056e-12,0.041227362949568525,2.2633908856364014e-13,1.9202491872379666,9.660439169588196e-12,9.821683422073306e-12,7.431769738980722e-13,0.056836724549526776,1.5527828162479475e-13,8.873376723458708e-13,5.852887068652268e-12,1.3833048729079198,7.841805226744415e-12,2.8607450330769623e-11,7.566515249607101e-13,2.2412320408481538e-12,1.3757243998984545,0.000364935728173671,3769.771753462721,0.36,1.3134958240255452,0.00013134202130071724,1.0e6,0.27597390345201944,0.29266859490366687,0.9429570109592983,0.4,1.2553838110134876,6.141491454400388e-12,2.0e-12,3.0707457272001943,0.53,1.1001696456069978,6.29869153519994e-11,1.8e-11,3.499273075111078,0.36,1.3134958240255452,15.283890996659677,4.172658063317516,3.662866874001187,0.36,1.3134958240255452,2.1218994119637776e-9,9.066919419232854e-12,234.0264993932537,0.48,1.1548236285330042,1.9807530192392275e-7,3.026260091736778e-11,6545.217394392788,0.5,1.1323080944932562,1.216579101842173e-10,1.0e-12,121.6579101842173,0.3759511470234709,1.2895831039760153,0.8856510580330478,0.4706010379141323,0.0004877987489787133,964.7442493434286,0.3,1.4140560065060288,8.36314486786103e-9,1.1358865131311e-11,736.2658831829783,0.3,2.4352796923845778e-12,5.0130900180043617e-11,0.048578415381298645,0.85,0.8396379643428482,3.16310566478965e-12,2.2951941958388646e-11,0.13781429347130145,0.6,1.0317479120127726,8.960120245263794e-11,1.8966910800273096e-12,47.24079919822674,0.35,1.32903358367515,2.780756590106908,0.06398039436504077,43.46263597941072,0.35,1.32903358367515,1.8147155629731834e-11,3.308639411882879e-11,0.5484778898708899,0.81,0.8662240260241147,7.992365084947739e-11,3.0e-11,2.6641216949825797,0.41,1.241764501965936,3.454254856685219e-12,4.0e-12,0.8635637141713047,0.4,1.2553838110134876,0.40015128627067814,0.5881512764619456,0.418082661335106,0.4220238465412019,0.8685765314670449,0.9454514881236388,0.7628710262148001,0.8019281726548801,1.4140560065060288,0.7901191851645171,0.9539521114060324,0.7399240436118705,0.6664491121834927,0.6592008943678296,0.824315213125831,0.450277770416751,0.40094251849532575,1.1270896759158296e-13,5.786828925680027e-32,4.391446411423247e-14,4.256931403321178e-14
210.0,true,3.5e-13,0.5482255495302499,2.3010853141694185e-11,2.3e-12,9.118656157342139e-15,9.05679977899528e-12,1.4022753351917847e-11,2.694456575258056e-15,9.118656157342139e-15,3.5135681379930047e-13,1.9882460422081088e-11,0.0003944000957672542,8.959910240039875e-12,2.2140335875546546e-12,2.0559257614442183e-12,1.2376626130637437e-12,0.041526293126177796,2.2630649204215637e-13,1.9144255948072504,9.655217393261849e-12,9.816065819052123e-12,7.427980825690547e-13,0.05724017377360448,1.5518160542813933e-13,8.87013520051848e-13,5.84918034907443e-12,1.3925041377198397,7.840180084495454e-12,2.8601475829245997e-11,7.565486651614953e-13,2.232999773285075e-12,1.3855591247132508,0.00036834268208974695,3761.603506963818,0.36,1.3134958240255452,0.00013256812310241832,1.0e6,0.2778300727960797,0.2948559277621019,0.9422570368679881,0.4,1.2553838110134876,6.135896342103027e-12,2.0e-12,3.0679481710515133,0.53,1.1001696456069978,6.289335990257038e-11,1.8e-11,3.494075550142799,0.36,1.3134958240255452,15.376845322953976,4.202134426022821,3.6592940072856366,0.36,1.3134958240255452,2.119756140198061e-9,9.065391539725465e-12,233.82951865995798,0.48,1.1548236285330042,1.9785953944744073e-7,3.0256601484235075e-11,6539.384125825685,0.5,1.1323080944932562,1.2157358693088997e-10,1.0e-12,121.57358693088997,0.3758887480087081,1.2896746565153172,0.8856011192905194,0.47359258136930393,0.0004924052385517435,961.7943601945196,0.3,1.4140560065060288,8.348455012281888e-9,1.135637686610269e-11,735.1336707749583,0.3,2.4335435076408347e-12,5.012791850122153e-11,0.04854666980799399,0.85,0.8396379643428482,3.1609132602031387e-12,2.2953034122823253e-11,0.1377122189288299,0.6,1.0317479120127726,8.949295364334847e-11,1.8967662911768583e-12,47.18185580355401,0.35,1.32903358367515,2.798170461379633,0.06445597893845852,43.41211641593837,0.35,1.32903358367515,1.8131341889292088e-11,3.308442621080621e-11,0.5480325327017439,0.81,0.8662240260241147,7.982076313220674e-11,3.0e-11,2.660692104406891,0.41,1.241764501965936,3.4507658096247503e-12,4.0e-12,0.8626914524061876,0.4,1.2553838110134876,0.4001551350595855,0.5880681200289242,0.4179560200929385,0.4219387037933802,0.8685459994834269,0.9454415946342547,0.7627716341818266,0.8017992738969515,1.4140560065060288,0.7900493690283285,0.953965909294156,0.7399924222708107,0.6663416406361884,0.6590987182864033,0.8243510450764898,0.4501785403958847,0.40095553149564284,1.1267441207201275e-13,5.781681425284478e-32,4.3850138749750946e-14,4.2507193356126586e-14
225.0,true,3.5e-13,0.5497828973519474,2.2994848006425445e-11,2.3e-12,9.120120427857684e-15,9.05505488204259e-12,1.4015400093408725e-11,2.697140279668469e-15,9.120120427857684e-15,3.5128818076808825e-13,1.9879374614963262e-11,0.00039733736729757706,8.957731675554607e-12,2.2130358927588598e-12,2.055225019780924e-12,1.2375330644149227e-12,0.04176847292699043,2.2628792856657543e-13,1.9058075420849854,9.651553775249866e-12,9.811958618483256e-12,7.425285621247794e-13,0.05756884627285541,1.5510417650430428e-13,8.86786083999095e-13,5.846434739224082e-12,1.3999889578879003,7.83890850719684e-12,2.859671025873913e-11,7.564723168902219e-13,2.226604750382053e-12,1.393635083823894,0.0003711011651352167,3755.4047649408503,0.36,1.3134958240255452,0.000133560854479563,1.0e6,0.2793552393204887,0.29662398467136636,0.9417823701275879,0.4,1.2553838110134876,6.13197349303216e-12,2.0e-12,3.06598674651608,0.53,1.1001696456069978,6.282413586329299e-11,1.8e-11,3.490229770182944,0.36,1.3134958240255452,15.453315366687502,4.225951921902373,3.6567655411779905,0.36,1.3134958240255452,2.1182322844535262e-9,9.06416475771701e-12,233.69304740959333,0.48,1.1548236285330042,1.9770471003785217e-7,3.0251784481805605e-11,6535.307368620127,0.5,1.1323080944932562,1.21517142139491e-10,1.0e-12,121.51714213949101,0.3758386421291049,1.289748183430319,0.8855631288621049,0.47605224185176687,0.0004961352992170885,959.5210068765252,0.3,1.4140560065060288,8.337447392910802e-9,1.1354379051586247e-11,734.2935580212139,0.3,2.4323749219039127e-12,5.0125524183127306e-11,0.04852567552246509,0.85,0.8396379643428482,3.1594456956267657e-12,2.2953911226507395e-11,0.13764302146373242,0.6,1.0317479120127726,8.941438123491745e-11,1.8968266918844993e-12,47.13893030790503,0.35,1.32903358367515,2.8124905744496034,0.06484038799270986,43.37559754833388,0.35,1.32903358367515,1.8120327024586537e-11,3.308284596086402e-11,0.5477257623489321,0.81,0.8662240260241147,7.974560372137298e-11,3.0e-11,2.6581867907124326,0.41,1.241764501965936,3.448285114226671e-12,4.0e-12,0.8620712785566678,0.4,1.2553838110134876,0.400157774141368,0.588009793035207,0.41786225874432126,0.42187842430083866,0.8685248258283622,0.9454346734921216,0.7626975481915131,0.8016995920905146,1.4140560065060288,0.7899974758603364,0.9539750362966907,0.7400388000109616,0.6662632690493181,0.6590247667512029,0.8243757634385829,0.4501060338644392,0.4009648457826579,1.1264667478201499e-13,5.77755176209615e-32,4.379855950129828e-14,4.2457501722289285e-14
240.0,true,3.5e-13,0.551787048873444,2.2974333872723354e-11,2.3e-12,9.12199905084721e-15,9.0528171246616e-12,1.40059734178072e-11,2.7005866891932266e-15,9.12199905084721e-15,3.5120016204421445e-13,1.9875417027134375e-11,0.00040113575101386525,8.95490374549316e-12,2.2116262503074836e-12,2.0542282575454204e-12,1.2373550323713686e-12,0.04208077659801256,2.262589182588378e-13,1.896774144437449,9.64649333035987e-12,9.80641497603907e-12,7.421592220304522e-13,0.05799137029644694,1.550048681400447e-13,8.864718231046149e-13,5.842755447437048e-12,1.4096112717082705,7.837254516661701e-12,2.8590575760668038e-11,7.56370044029465e-13,2.2182940011263176e-12,1.4039745707691031,0.00037466984870979916,3747.2312640149294,0.36,1.3134958240255452,0.00013484516025712975,1.0e6,0.28130609862770856,0.2989074732072671,0.9411143040664176,0.4,1.2553838110134876,6.12655696470402e-12,2.0e-12,3.0632784823520103,0.53,1.1001696456069978,6.273146926627925e-11,1.8e-11,3.485081625904403,0.36,1.3134958240255452,15.550979734504807,4.25670133382068,3.653293598718786,0.36,1.3134958240255452,2.116145050257278e-9,9.062591072152333e-12,233.50331416362815,0.48,1.1548236285330042,1.9749376088561224e-7,3.02456055188895e-11,6529.66794671279,0.5,1.1323080944932562,1.214370867110615e-10,1.0e-12,121.4370867110615,0.3757743626358078,1.2898425234989301,0.8855129127289109,0.4791957419419741,0.0005009613966101935,956.5522317378167,0.3,1.4140560065060288,8.322820036073275e-9,1.135181642339081e-11,733.1707742316743,0.3,2.430722821222181e-12,5.01224525041723e-11,0.04849568805556437,0.85,0.8396379643428482,3.157364254487599e-12,2.29550365762929e-11,0.13754559893615706,0.6,1.0317479120127726,8.930803034069615e-11,1.896904187202871e-12,47.08093900746121,0.35,1.32903358367515,2.8307874429234596,0.06533684360740348,43.326051376664545,0.35,1.32903358367515,1.8105060534775026e-11,3.308081865275372e-11,0.5472978382071546,0.81,0.8662240260241147,7.964424512250824e-11,3.0e-11,2.6548081707502744,0.41,1.241764501965936,3.444887291116499e-12,4.0e-12,0.8612218227791247,0.4,1.2553838110134876,0.40016152847017455,0.5879292243235275,0.4177366704216372,0.42179561798077364,0.8684953604090551,0.9454250901951452,0.7625985370254236,0.8015689623128236,1.4140560065060288,0.7899280036698549,0.9539880758069925,0.7401041264908833,0.6661572494104477,0.6589243110133021,0.8244102938886436,0.4500082275256139,0.4009776875957426,1.1261110504034843e-13,5.772258795175179e-32,4.37324855400806e-14,4.2393763099696273e-14
255.0,true,3.5e-13,0.5540701874186625,2.295107683948687e-11,2.3e-12,9.124131359045736e-15,9.050278413509794e-12,1.3995283815816661e-11,2.7045029690600414e-15,9.124131359045736e-15,3.5110030613534275e-13,1.9870926956921245e-11,0.0004054941296545998,8.951793821199426e-12,2.2104153057347393e-12,2.053389227120022e-12,1.2371878478400534e-12,0.042439246088098695,2.2624149839977062e-13,1.8798182723946977,9.641828521508774e-12,9.800945643175375e-12,7.41810749002831e-13,0.058480129803880676,1.5489254749697107e-13,8.861821490098025e-13,5.839049988123231e-12,1.4207233435415914,7.835445470672718e-12,2.8583678476163764e-11,7.56266731617298e-13,2.209291502650964e-12,1.4160673305492284,0.0003787611355664517,3738.681711447099,0.36,1.3134958240255452,0.00013631754740979206,1.0e6,0.28358982580967784,0.30152004944888045,0.9405338926151825,0.4,1.2553838110134876,6.121568200037482e-12,2.0e-12,3.0607841000187412,0.53,1.1001696456069978,6.26382569179798e-11,1.8e-11,3.479903162109989,0.36,1.3134958240255452,15.665506209873616,4.2918665086269705,3.650045074418038,0.36,1.3134958240255452,2.1141767980653875e-9,9.060805213704887e-12,233.33210991751565,0.48,1.1548236285330042,1.9729177137354612e-7,3.0238593703802145e-11,6524.502207546081,0.5,1.1323080944932562,1.2136915253711698e-10,1.0e-12,121.36915253711697,0.37570140994577794,1.2899496123739382,0.8854602358926034,0.4828790386176071,0.0005064948837292122,953.3739710503554,0.3,1.4140560065060288,8.307813866305216e-9,1.1348908449371406e-11,732.0363807116066,0.3,2.4293067038766817e-12,5.011896626658755e-11,0.04847080626034799,0.85,0.8396379643428482,3.155597965965042e-12,2.295631395546631e-11,0.13746100406566522,0.6,1.0317479120127726,8.920427890423901e-11,1.8969921510018147e-12,47.02406325568064,0.35,1.32903358367515,2.8522313853114087,0.0659048217741392,43.278038063530786,0.35,1.32903358367515,1.8091156741467628e-11,3.307851773594779e-11,0.5469155808577004,0.81,0.8662240260241147,7.954434287557446e-11,3.0e-11,2.651478095852482,0.41,1.241764501965936,3.441683159641329e-12,4.0e-12,0.8604207899103322,0.4,1.2553838110134876,0.400164828216108,0.5878549846749092,0.4176102559776534,0.42171810455652053,0.8684687444146251,0.9454163024510408,0.7624978596742069,0.8014285396689763,1.4140560065060288,0.7898576748550704,0.9539988977413045,0.7401608814585714,0.6660531108335288,0.6588268270777826,0.824441188643978,0.44991179813599336,0.4009898865204215,1.1257075451646308e-13,5.766258271235593e-32,4.3657626307994684e-14,4.232179298050799e-14
