t,w_ap,K298CH3O2,K14ISOM1,KRO2HO2,KRO2NO3,KROPRIM,KRO2NO,KAPHO2,KNO3AL,KROSEC,KCH3O2,KAPNO,KBPAN,KFPAN,KMT01,KMT02,KMT03,KMT04,KMT05,KMT06,KMT07,KMT08,KMT09,KMT10,KMT11,KMT12,KMT13,KMT14,KMT15,KMT16,KMT17,KMT18,KPPN0,KPPNI,KRPPN,FCPPN,NCPPN,KBPPN,KDEC,K100,K10I,KR10,FC10,NC10,K120,K12I,KR12,FC12,NC12,K130,K13I,KR13,FC13,NC13,K140,K14I,KR14,FC14,NC14,K150,K15I,KR15,FC15,NC15,K160,K16I,KR16,FC16,NC16,K170,K17I,KR17,FC17,NC17,FPPN,KD0,KDI,KRD,FCD,NCD,KC0,KCI,KRC,FCC,K10,K1I,KR1,FC1,NC1,K20,K2I,KR2,FC2,NC2,K30,K3I,KR3,FC3,NC3,K40,K4I,KR4,FC4,NC4,K70,K7I,KR7,FC7,NC7,K80,K8I,KR8,FC8,NC8,K90,K9I,KR9,FC9,NC9,F10,F12,F13,F14,F15,F16,F17,FD,NC,FC,F1,F2,F3,F4,F7,F8,F9,K1,K3,K4,K2
-30.0,false,3.5e-13,0.5520155053193248,2.297200132581338e-11,2.3e-12,9.122212789230025e-15,9.052562590372191e-12,1.4004901432317826e-11,2.700979034774938e-15,9.122212789230025e-15,3.511901503509464e-13,1.9874966858239844e-11,0.00040158385316649183,8.954917183858417e-12,2.2127767203516346e-12,2.0551007293687536e-12,1.2374528992743742e-12,0.04212062974227261,2.2630795285797503e-13,1.9336744339138683,9.64955430462575e-12,9.808556428743683e-12,7.4235546750836e-13,0.05805816232673629,1.5499440250280902e-13,8.866622509029037e-13,5.843922109371202e-12,1.4110883352176833,7.837295831553782e-12,2.8590094206186507e-11,7.564016207875761e-13,2.218683699644144e-12,1.4060496633865383,0.0003750779933647578,3748.686108649344,0.36,1.3134958240255452,0.0001349920671097138,1.0e6,0.2817080109856108,0.29916835607199393,0.9416370590939727,0.4,1.2553838110134876,6.12983859601808e-12,2.0e-12,3.06491929800904,0.53,1.1001696456069978,6.276084065324262e-11,1.8e-11,3.48671336962459,0.36,1.3134958240255452,15.572030377602816,4.260213559057256,3.6552229510881036,0.36,1.3134958240255452,2.117253939500135e-9,9.062412045188554e-12,233.6302883760659,0.48,1.1548236285330042,1.9759541342465232e-7,3.0244902594417794e-11,6533.180684176576,0.5,1.1323080944932562,1.2150523954828646e-10,1.0e-12,121.50523954828647,0.3757670496674359,1.2898532574301098,0.8855218612201937,0.47985977296655496,0.0005015133833976009,956.8234644420668,0.3,1.4140560065060288,8.326451730689568e-9,1.1351524899946104e-11,733.5095332195502,0.3,2.43208133742819e-12,5.012210303933832e-11,0.048523130314770936,0.85,0.8396379643428482,3.1591362282554477e-12,2.2955164615173418e-11,0.13762202455160139,0.6,1.0317479120127726,8.935275232720315e-11,1.896913004344695e-12,47.10429636074472,0.35,1.32903358367515,2.8346787965530464,0.06539356113435228,43.347980250366646,0.35,1.32903358367515,1.8114842536878597e-11,3.3080588005963294e-11,0.5475973562988999,0.81,0.8662240260241147,7.968338709509767e-11,3.0e-11,2.656112903169922,0.41,1.241764501965936,3.446692459651382e-12,4.0e-12,0.8616731149128456,0.4,1.2553838110134876,0.40015858676536775,0.5879780418447931,0.417776485882775,0.4218416381698129,0.8685150830231272,0.9454310607876965,0.7626268800735099,0.8015809183711933,1.4140560065060288,0.7899489786858888,0.9539761429049054,0.7400528763183521,0.6661999708881328,0.6589687897672026,0.8243861187807334,0.4500460011545662,0.4009708529981975,1.1260705930561393e-13,5.771656969693009e-32,4.372497522339347e-14,4.238734319719508e-14
-15.0,false,3.5e-13,0.5508702714077494,2.2983706307829735e-11,2.3e-12,9.121140495238135e-15,9.053839683638583e-12,1.401028050568251e-11,2.6990111763630403e-15,9.121140495238135e-15,3.5124038278177693e-13,1.987722549833128e-11,0.00039940454046688735,8.956419442723135e-12,2.213144213163743e-12,2.0553408984477747e-12,1.2375151228468137e-12,0.041940541587502204,2.2630705855583413e-13,1.9316532593688107,9.651229898517677e-12,9.810796096967335e-12,7.424868215217626e-13,0.057810196260619895,1.5505078804109926e-13,8.867661922630571e-13,5.84549346603895e-12,1.4054569114249575,7.838163319834093e-12,2.8593523321834327e-11,7.564455847143345e-13,2.2229786536367043e-12,1.3998333603912632,0.0003730347659559272,3752.554689652301,0.36,1.3134958240255452,0.0001342567383206386,1.0e6,0.28053179309672815,0.2978617740479014,0.9418187143799585,0.4,1.2553838110134876,6.131630509967713e-12,2.0e-12,3.0658152549838564,0.53,1.1001696456069978,6.280041828780069e-11,1.8e-11,3.4889121271000385,0.36,1.3134958240255452,15.512846782406623,4.242621567555089,3.656429529571799,0.36,1.3134958240255452,2.1179963399768846e-9,9.063310233082922e-12,233.68904798665812,0.48,1.1548236285330042,1.976739178575053e-7,3.0248429228945134e-11,6535.014309713261,0.5,1.1323080944932562,1.215251714854716e-10,1.0e-12,121.5251714854716,0.37580373850288395,1.2897994078819677,0.8855456345541884,0.47795920733854513,0.000498750132077659,958.3139463993634,0.3,1.4140560065060288,8.33303345847764e-9,1.1352987506137786e-11,733.9947704489709,0.3,2.43250866227471e-12,5.0123856278171754e-11,0.04852995844483805,0.85,0.8396379643428482,3.159654458622262e-12,2.295452226991439e-11,0.1376484520770663,0.6,1.0317479120127726,8.939450567017064e-11,1.8968687704385524e-12,47.12740652559892,0.35,1.32903358367515,2.823608058047514,0.06510949958155728,43.36706742017905,0.35,1.32903358367515,1.8119715442962564e-11,3.308174514359336e-11,0.5477255013093419,0.81,0.8662240260241147,7.972434019628086e-11,3.0e-11,2.657478006542695,0.41,1.241764501965936,3.447901018567022e-12,4.0e-12,0.8619752546417555,0.4,1.2553838110134876,0.4001575712387918,0.5880046924298559,0.4178301231742515,0.4218704120975445,0.8685242050587695,0.9454341757487115,0.7626701847331443,0.8016465423035996,1.4140560065060288,0.7899790016625741,0.953973174217189,0.7400351596134256,0.6662422142426889,0.6590074819159698,0.8243757844848757,0.4500855179608859,0.40096629257231625,1.1262735858102773e-13,5.77467701404758e-32,4.376266815103375e-14,4.242342946007154e-14
0.0,true,3.5e-13,0.5552831679042317,2.293876938720808e-11,2.3e-12,9.125260837302944e-15,9.048934193370476e-12,1.3989625877665006e-11,2.7065793416127106e-15,9.125260837302944e-15,3.510474336674637e-13,1.986854941406574e-11,0.0004078317949507552,8.950395459418856e-12,2.2107457279606713e-12,2.053675884939861e-12,1.2371869337615469e-12,0.0426334650638739,2.262710811020003e-13,1.9323234110891878,9.642054733701387e-12,9.800104690778256e-12,7.418028561965936e-13,0.05875455536571144,1.5483372756059334e-13,8.861964883365387e-13,5.8382630903794395e-12,1.4269275522503417,7.834657621313644e-12,2.8580186123276954e-11,7.562440699422926e-13,2.2055211854615325e-12,1.4231851298180511,0.0003809459571309278,3735.9239629071976,0.36,1.3134958240255452,0.00013710384578869257,1.0e6,0.284941199212672,0.30291291360154016,0.9406703590969759,0.4,1.2553838110134876,6.1218150617867524e-12,2.0e-12,3.060907530893376,0.53,1.1001696456069978,6.261847680335714e-11,1.8e-11,3.4788042668531745,0.36,1.3134958240255452,15.733922589559752,4.310607597552201,3.6500475242734542,0.36,1.3134958240255452,2.114132229646583e-9,9.059859392924183e-12,233.35154972689048,0.48,1.1548236285330042,1.97277920728383e-7,3.023488022694824e-11,6524.845451596991,0.5,1.1323080944932562,1.21390445041421e-10,1.0e-12,121.39044504142099,0.3756627700924159,1.290006341097393,0.8854432115053681,0.48506998112322036,0.0005094501479423859,952.1441559735837,0.3,1.4140560065060288,8.303793130467307e-9,1.1347368406885541e-11,731.7813992386637,0.3,2.4297030512449264e-12,5.011711971621701e-11,0.04848050057550928,0.85,0.8396379643428482,3.156151571076946e-12,2.295699060782141e-11,0.1374810673138338,0.6,1.0317479120127726,8.919144383343556e-11,1.8970387467900944e-12,47.016142387367125,0.35,1.32903358367515,2.865005064151976,0.06620762190508485,43.27303989651287,0.35,1.32903358367515,1.8092330686190672e-11,3.307729901270323e-11,0.5469712227483379,0.81,0.8662240260241147,7.952899072858732e-11,3.0e-11,2.6509663576195774,0.41,1.241764501965936,3.441610606401415e-12,4.0e-12,0.8604026516003538,0.4,1.2553838110134876,0.40016404919758436,0.587858659076636,0.4175834190652326,0.42171816302580023,0.8684717679373244,0.945416886642746,0.7624739183433282,0.8013740431378779,1.4140560065060288,0.7898418476284021,0.9539946810824147,0.7401474184337024,0.6660385953861552,0.658816671326956,0.8244366886674999,0.4498969771826851,0.40099016375238794,1.1254939062284784e-13,5.76308290398092e-32,4.3618032565713034e-14,4.22843369377455e-14
15.0,true,3.5e-13,0.5438236498133809,2.305640016001299e-11,2.3e-12,9.11449602232376e-15,9.061760566206823e-12,1.4043672188296318e-11,2.6868441272875662e-15,9.11449602232376e-15,3.515519402870916e-13,1.989123282019439e-11,0.0003861765907256374,8.966263611065853e-12,2.2175069920561187e-12,2.0583958201485253e-12,1.2380875091058819e-12,0.040847607455566017,2.2638464253914922e-13,1.9378949625423487,9.667395041502163e-12,9.829084271141471e-12,7.436799203586336e-13,0.05632500555427967,1.5540241354060412e-13,8.877693537018239e-13,5.857752777339638e-12,1.3716277320276964,7.843904720769204e-12,2.8615124224862645e-11,7.567863958690096e-13,2.251922822959826e-12,1.3632818774784843,0.0003606145775221208,3780.440288481843,0.36,1.3134958240255452,0.00012978691674364408,1.0e6,0.2736251607000817,0.2898884809517537,0.9438980114067427,0.4,1.2553838110134876,6.148950068085092e-12,2.0e-12,3.074475034042546,0.53,1.1001696456069978,6.31098964766735e-11,1.8e-11,3.5061053598151943,0.36,1.3134958240255452,15.16624959246921,4.135176039993181,3.667618850029471,0.36,1.3134958240255452,2.124746299979025e-9,9.068877862066122e-12,234.2898793318795,0.48,1.1548236285330042,1.9836121305357017e-7,3.0270291278680634e-11,6552.999811841122,0.5,1.1323080944932562,1.2177161957991215e-10,1.0e-12,121.77161957991216,0.3760311227435831,1.289465784912436,0.8857160746657275,0.46681520976910224,0.0004819568987808628,968.5828980764414,0.3,1.4140560065060288,8.38239121341998e-9,1.1362054784820856e-11,737.7531064731743,0.3,2.4376177995019676e-12,5.013472163397457e-11,0.04862134903826968,0.85,0.8396379643428482,3.1660621090777167e-12,2.2950542362188038e-11,0.13795151587763496,0.6,1.0317479120127726,8.974421775860097e-11,1.8965946969295257e-12,47.31860629152424,0.35,1.32903358367515,2.7587181150566464,0.06337589602377341,43.52945343797274,0.35,1.32903358367515,1.81682713835849e-11,3.308891627842322e-11,0.5490742347289311,0.81,0.8662240260241147,8.005935596698661e-11,3.0e-11,2.668645198899554,0.41,1.241764501965936,3.4588893255472495e-12,4.0e-12,0.8647223313868124,0.4,1.2553838110134876,0.40014619273060625,0.5882620654899277,0.41824900150483957,0.42213702327664926,0.8686173004554781,0.9454646697230643,0.7630011969735673,0.8020951549334593,1.4140560065060288,0.7902106842171323,0.9539334566669033,0.7398321836764399,0.666590721954426,0.6593358068437036,0.8242673317433851,0.45040860478282885,0.40092539089185925,1.127532780143632e-13,5.793433941708588e-32,4.399705747497147e-14,4.2649135526240916e-14
30.0,true,3.5e-13,0.5396456839795113,2.310005679227001e-11,2.3e-12,9.110518032542391e-15,9.066508814057447e-12,1.4063713262449148e-11,2.6795818577037167e-15,9.110518032542391e-15,3.5173870818913934e-13,1.9899628500151913e-11,0.00037846169294167953,8.972128788005179e-12,2.219999716898472e-12,2.060133772680398e-12,1.238418617517871e-12,0.04020618616079858,2.2642621777099851e-13,1.9383834677976102,9.67674014447417e-12,9.839781566807667e-12,7.44372657246797e-13,0.05545198402739423,1.5561361422937182e-13,8.883488343315527e-13,5.8649488488423705e-12,1.3517192140279746,7.847322083537294e-12,2.8628043743573064e-11,7.569862393390576e-13,2.269301361198515e-12,1.3417644323920366,0.00035337333182246743,3797.016672062086,0.36,1.3134958240255452,0.0001271809045005785,1.0e6,0.26955337730927015,0.28521474728106955,0.9450891999060426,0.4,1.2553838110134876,6.158975801165727e-12,2.0e-12,3.0794879005828637,0.53,1.1001696456069978,6.329213943414711e-11,1.8e-11,3.5162299685637284,0.36,1.3134958240255452,14.961447999192842,4.072119521334582,3.674118090298447,0.36,1.3134958240255452,2.128670982648255e-9,9.072212808304496e-12,234.6363591360774,0.48,1.1548236285330042,1.9876199884653262e-7,3.028338753144367e-11,6563.400433328511,0.5,1.1323080944932562,1.2191214539370541e-10,1.0e-12,121.91214539370542,0.37616729017224887,1.2892660937448022,0.8858166304116142,0.4602367806547117,0.0004721691196597204,974.7286755779201,0.3,1.4140560065060288,8.411580285661466e-9,1.1367486781160752e-11,739.9683366777178,0.3,2.440536400931015e-12,5.0141227791275815e-11,0.048673247713245056,0.85,0.8396379643428482,3.1697157802363408e-12,2.2948159943041803e-11,0.13812505177337506,0.6,1.0317479120127726,8.994888599229227e-11,1.8964306295429302e-12,47.43062287175322,0.35,1.32903358367515,2.7203975721752194,0.0623595858532388,43.624368811197435,0.35,1.32903358367515,1.819632013347126e-11,3.309321034224204e-11,0.5498505568148053,0.81,0.8662240260241147,8.025582183458544e-11,3.0e-11,2.675194061152848,0.41,1.241764501965936,3.4652783438459966e-12,4.0e-12,0.8663195859614992,0.4,1.2553838110134876,0.40013987701328474,0.5884108718963523,0.4184952190278601,0.42229169473656625,0.8686708372528305,0.9454822543858561,0.7631955160021369,0.802360745452911,1.4140560065060288,0.7903465364099154,0.9539109157127506,0.7397161194424604,0.6667940837811541,0.6595270110818847,0.8242051684658089,0.45059792486965317,0.4009020723951529,1.1282877626803188e-13,5.804699267735917e-32,4.413806699177863e-14,4.278483796133995e-14
45.0,true,3.5e-13,0.5385715647982076,2.311134858742999e-11,2.3e-12,9.109490630784559e-15,9.067735892829434e-12,1.4068895371481905e-11,2.6777088972185077e-15,9.109490630784559e-15,3.517869744094669e-13,1.9901798037378952e-11,0.00037649354812767773,8.973638977513952e-12,2.2206243907519923e-12,2.060568110356743e-12,1.2385023189436438e-12,0.040042061435604605,2.264361793421042e-13,1.9391085735093934,9.679100491122968e-12,9.842504045909918e-12,7.445481113578615e-13,0.05522838989582787,1.5566824211429055e-13,8.884951428297692e-13,5.866784384134837e-12,1.3466176810620505,7.848201467333802e-12,2.8631378185489555e-11,7.57037193730566e-13,2.27379089691103e-12,1.3362482968084828,0.00035152636296165396,3801.2747765215167,0.36,1.3134958240255452,0.00012651620809244572,1.0e6,0.26850879888666657,0.284019620114059,0.9453882051487729,0.4,1.2553838110134876,6.161509557933705e-12,2.0e-12,3.0807547789668526,0.53,1.1001696456069978,6.333869421468115e-11,1.8e-11,3.5188163452600643,0.36,1.3134958240255452,14.90884855328103,4.055986223031742,3.675764101125832,0.36,1.3134958240255452,2.129665657271315e-9,9.073074331624932e-12,234.72370879275107,0.48,1.1548236285330042,1.9886376163348586e-7,3.0286770850665656e-11,6566.027214126565,0.5,1.1323080944932562,1.2194731244730955e-10,1.0e-12,121.94731244730956,0.37620246253661754,1.2892145247976974,0.8858423702332326,0.4585480611081938,0.00046967299269438397,976.3134526378246,0.3,1.4140560065060288,8.419055898760313e-9,1.1368890136996833e-11,740.5345462318155,0.3,2.441267676232952e-12,5.014290828834554e-11,0.04868620029365874,0.85,0.8396379643428482,3.1706301236300482e-12,2.2947544670476205e-11,0.1381686001339093,0.6,1.0317479120127726,9.000097081438408e-11,1.8963882577961736e-12,47.459147906228765,0.35,1.32903358367515,2.7105585482613797,0.0620996895346588,43.64850401946977,0.35,1.32903358367515,1.820339923834449e-11,3.3094319470308056e-11,0.5500460359874276,0.81,0.8662240260241147,8.030588238793043e-11,3.0e-11,2.676862746264348,0.41,1.241764501965936,3.466897581604467e-12,4.0e-12,0.8667243954011167,0.4,1.2553838110134876,0.4001383147896403,0.5884484583039947,0.4185580630899727,0.422330845239257,0.8686843171444106,0.9454866898705949,0.7632450976075593,0.8024288850492116,1.4140560065060288,0.7903811766137302,0.953905291619039,0.7396870117919051,0.6668457741380871,0.6595755484057702,0.8241895456858404,0.45064614671118286,0.400896216374042,1.1284828889432552e-13,5.807613139525049e-32,4.4174569148412946e-14,4.281995321996502e-14
60.0,true,3.5e-13,0.5387116565146094,2.3109874268381357e-11,2.3e-12,9.10962473895386e-15,9.067575703266646e-12,1.4068218802128197e-11,2.677953315009696e-15,9.10962473895386e-15,3.5178067346838157e-13,1.9901514817383513e-11,0.0003767523006068407,8.973505175370548e-12,2.2207917777899054e-12,2.0606983481839893e-12,1.2385136873633902e-12,0.04006419739992561,2.264448009803021e-13,1.9344452179695684,9.679481801990575e-12,9.842674153625341e-12,7.445704133644541e-13,0.05526086300516516,1.5566126729369672e-13,8.885188572103755e-13,5.866845241769715e-12,1.347350776424509,7.848130059116053e-12,2.8630983836657273e-11,7.57038700843666e-13,2.2734625629659104e-12,1.3371279926818387,0.0003517669132687093,3801.176126136762,0.36,1.3134958240255452,0.0001266027825635102,1.0e6,0.2686772605553107,0.2841753447185193,0.9454629528872053,0.4,1.2553838110134876,6.161920334013285e-12,2.0e-12,3.080960167006643,0.53,1.1001696456069978,6.33402382326849e-11,1.8e-11,3.5189021240380502,0.36,1.3134958240255452,14.917499551549419,4.058088595254075,3.675991590966101,0.36,1.3134958240255452,2.1297921092043867e-9,9.072961871102587e-12,234.74055545056146,0.48,1.1548236285330042,1.9887440942181358e-7,3.0286329199685626e-11,6566.474534123399,0.5,1.1323080944932562,1.2195739870260517e-10,1.0e-12,121.95739870260516,0.37619787134186505,1.2892212560328653,0.8858417743192095,0.45882336916800054,0.0004699980812244645,976.2239198352662,0.3,1.4140560065060288,8.419092933976759e-9,1.1368706945107376e-11,740.5497366259398,0.3,2.4414660330947917e-12,5.014268892744643e-11,0.04869036913093057,0.85,0.8396379643428482,3.1708923662677348e-12,2.294762498195429e-11,0.13817954445225955,0.6,1.0317479120127726,9.000500225059095e-11,1.896393788587586e-12,47.46113533604522,0.35,1.32903358367515,2.7121673010778187,0.06213355425324853,43.650606080305124,0.35,1.32903358367515,1.8204665917734333e-11,3.309417469211465e-11,0.5500867172877999,0.81,0.8662240260241147,8.030901110856142e-11,3.0e-11,2.676967036952047,0.41,1.241764501965936,3.4671034335885363e-12,4.0e-12,0.8667758583971341,0.4,1.2553838110134876,0.4001379256991197,0.5884545510746921,0.418560146980235,0.42233625540738,0.868686916149485,0.9454874449699854,0.7632461036654474,0.8024250392337002,1.4140560065060288,0.7903821054822799,0.9539034816148144,0.7396796977849669,0.6668493741242875,0.6595797741963616,0.8241862959362618,0.45064916027190477,0.4008954734606546,1.1284574156792116e-13,5.807232686178747e-32,4.416980252536493e-14,4.2815525725775565e-14
75.0,true,3.5e-13,0.5399883387258075,2.3096460483916635e-11,2.3e-12,9.110845378105848e-15,9.06611791235957e-12,1.4062062688741771e-11,2.6801788416837316e-15,9.110845378105848e-15,3.5172333238399484e-13,1.9898937354221622e-11,0.0003790950653478881,8.971756587785205e-12,2.2202287445947344e-12,2.060316858540324e-12,1.2384302935596493e-12,0.040259911488464625,2.2644010712240037e-13,1.9345347042293386,9.677173738840517e-12,9.839817880698579e-12,7.443944947721238e-13,0.05552917585233821,1.555964884166273e-13,8.883758496432183e-13,5.864880762076075e-12,1.3534664845400046,7.847116533049499e-12,2.8627051799795066e-11,7.569840363233546e-13,2.2683158607162115e-12,1.3438047330193386,0.0003539637958739771,3796.4468363249716,0.36,1.3134958240255452,0.00012739341055664026,1.0e6,0.26994289422020334,0.2855965596649031,0.9451895867966107,0.4,1.2553838110134876,6.159443575724074e-12,2.0e-12,3.079721787862037,0.53,1.1001696456069978,6.329041308758499e-11,1.8e-11,3.5161340604213884,0.36,1.3134958240255452,14.981345385468277,4.077272916277926,3.6743543277805633,0.36,1.3134958240255452,2.128794768541912e-9,9.071938331467917e-12,234.65710311959927,0.48,1.1548236285330042,1.9877072714013145e-7,3.028230963549446e-11,6563.922287722353,0.5,1.1323080944932562,1.2192617839545894e-10,1.0e-12,121.92617839545893,0.3761560840919178,1.2892825248661879,0.8858131830067209,0.46087148451231413,0.0004729671470034833,974.4259985755838,0.3,1.4140560065060288,8.410940690308257e-9,1.1367039687708142e-11,739.9411739015487,0.3,2.440808637068214e-12,5.014069237198442e-11,0.04867919690777924,0.85,0.8396379643428482,3.170080638281932e-12,2.294835598141039e-11,0.13813977092084057,0.6,1.0317479120127726,8.995091488103295e-11,1.8964441300045145e-12,47.43135505964988,0.35,1.32903358367515,2.7241034820675507,0.06244261481733133,43.625711223602686,0.35,1.32903358367515,1.8197831692261452e-11,3.3092856965509716e-11,0.5499021045909614,0.81,0.8662240260241147,8.025648940973125e-11,3.0e-11,2.6752163136577085,0.41,1.241764501965936,3.465479855765903e-12,4.0e-12,0.8663699639414758,0.4,1.2553838110134876,0.4001393514854073,0.5884178116160158,0.4184928882241331,0.4222973142086573,0.8686740391075656,0.9454831357525044,0.7631925802659698,0.8023477153578584,1.4140560065060288,0.7903448737633286,0.9539083324573236,0.7397062803658824,0.6667954110676972,0.6595297116277005,0.824201047573125,0.45059856797298864,0.40090134243733183,1.1282256042445527e-13,5.80377124075702e-32,4.41264440601975e-14,4.277392799217204e-14
90.0,true,3.5e-13,0.5429486915871862,2.306550817173425e-11,2.3e-12,9.113665335953541e-15,9.062751721706749e-12,1.4047854095335606e-11,2.685326253445855e-15,9.113665335953541e-15,3.5159092635232413e-13,1.9892985416097196e-11,0.000384559358651412,8.967651755183774e-12,2.2186692980058253e-12,2.0592409660063033e-12,1.2382142777870676e-12,0.04071481844523167,2.264189256302108e-13,1.9336075116920437,9.671124812110492e-12,9.832673441360272e-12,7.439411402232414e-13,0.05615035761851994,1.5544687553338225e-13,8.880008668241546e-13,5.860030420174208e-12,1.3676260077614213,7.844730259702915e-12,2.8617927263844413e-11,7.56849210644617e-13,2.256202658227526e-12,1.3591832964441333,0.000359090560934532,3785.0710776325145,0.36,1.3134958240255452,0.00012923845767466628,1.0e6,0.27285475152153704,0.28890639296558696,0.9444399922089578,0.4,1.2553838110134876,6.152953683301697e-12,2.0e-12,3.0764768416508486,0.53,1.1001696456069978,6.316753182077524e-11,1.8e-11,3.5093073233764023,0.36,1.3134958240255452,15.127959594764532,4.121930660423555,3.6701150118837846,0.36,1.3134958240255452,2.126225757770756e-9,9.069574165292497e-12,234.43501525213938,0.48,1.1548236285330042,1.985065036124929e-7,3.027302557432724e-11,6557.207277650983,0.5,1.1323080944932562,1.218387995155204e-10,1.0e-12,121.83879951552039,0.3760595551849084,1.2894240824236711,0.8857442227323233,0.4655786513833184,0.00047989674135820605,970.1642275495254,0.3,1.4140560065060288,8.391084758610778e-9,1.1363188881522859e-11,738.4445375413167,0.3,2.4389846339718295e-12,5.0136080182025656e-11,0.048647294026911835,0.85,0.8396379643428482,3.16780878740353e-12,2.2950044844249296e-11,0.1380306142712093,0.6,1.0317479120127726,8.981481870947081e-11,1.8965604351542866e-12,47.35668689733281,0.35,1.32903358367515,2.7515279903750804,0.06316234685368469,43.56278902601551,0.35,1.32903358367515,1.8179772423503704e-11,3.3089812920136934e-11,0.5494069267596352,0.81,0.8662240260241147,8.012523280708374e-11,3.0e-11,2.670841093569458,0.41,1.241764501965936,3.461297745208207e-12,4.0e-12,0.8653244363020518,0.4,1.2553838110134876,0.40014330086411276,0.5883215046455682,0.4183269050922331,0.4221964442382367,0.8686397394971291,0.945471787762722,0.7630611005651855,0.802163697544962,1.4140560065060288,0.7902531431515748,0.9539221868346012,0.7397792666006859,0.6666599231964211,0.6594030193238393,0.82424066838528,0.45047209803555516,0.40091656083326915,1.127690367118014e-13,5.795784160864603e-32,4.4026460830992435e-14,4.2677838821580854e-14
105.0,true,3.5e-13,0.545234525839587,2.304175180015345e-11,2.3e-12,9.115832857624485e-15,9.06016590286346e-12,1.403694559959769e-11,2.689288373921781e-15,9.115832857624485e-15,3.514892159961674e-13,1.9888413002334588e-11,0.0003888101060937955,8.964458920675157e-12,2.217320398581071e-12,2.0583008172483466e-12,1.2380345684745563e-12,0.04106739720877023,2.2639662607147788e-13,1.9320039617968818,9.666058722693645e-12,9.826864893661174e-12,7.435654185022222e-13,0.05663032797911394,1.5533197730569438e-13,8.876866617222804e-13,5.8561210907177206e-12,1.3785645214828892,7.842870127167425e-12,2.8610890883384503e-11,7.567405852968567e-13,2.246780391608748e-12,1.3710197740332903,0.00036308049680859367,3776.076616850217,0.36,1.3134958240255452,0.00013067437299261894,1.0e6,0.27509350044057157,0.29147579398522716,0.9437953549395395,0.4,1.2553838110134876,6.147520650447444e-12,2.0e-12,3.073760325223722,0.53,1.1001696456069978,6.306863351798795e-11,1.8e-11,3.5038129732215526,0.36,1.3134958240255452,15.240481160861377,4.156578887581749,3.6665925447473264,0.36,1.3134958240255452,2.1240979834295e-9,9.067757404880812e-12,234.247332453577,0.48,1.1548236285330042,1.9828915799226677e-7,3.026589146128208e-11,6551.571700636342,0.5,1.1323080944932562,1.2176277993735436e-10,1.0e-12,121.76277993735437,0.3759853683735565,1.2895329004764418,0.8856895098271859,0.46919408190660744,0.00048529052668818524,966.8313228955317,0.3,1.4140560065060288,8.375242522390098e-9,1.1360229906568766e-11,737.2423437968739,0.3,2.4374054172414045e-12,5.0132535383028434e-11,0.04861923297153946,0.85,0.8396379643428482,3.1658322783712135e-12,2.2951343046625976e-11,0.13793668945384943,0.6,1.0317479120127726,8.970379398084474e-11,1.896649836129146e-12,47.29591739713026,0.35,1.32903358367515,2.7725857197278083,0.06372103962929686,43.511307032301836,0.35,1.32903358367515,1.816457596918115e-11,3.308747335279877e-11,0.5489864933323676,0.81,0.8662240260241147,8.001864178323947e-11,3.0e-11,2.6672880594413155,0.41,1.241764501965936,3.45783392651314e-12,4.0e-12,0.8644584816282851,0.4,1.2553838110134876,0.4001467439187441,0.5882408387666518,0.4181932074619689,0.4221125862434135,0.8686107188036035,0.9454622523525521,0.7629554613508216,0.8020190659838986,1.4140560065060288,0.7901792869612827,0.9539343759413441,0.7398421053072277,0.6665494579483106,0.6592991925084728,0.824274369553859,0.45036935747908563,0.40092927556238583,1.1272792495807298e-13,5.789654150964251e-32,4.394978508198976e-14,4.260405234762139e-14
