MCM Name,Smiles String,InChl Identifier,formula,idx_species
NPXYFUO2, [O]OC1(C)C(=O)OCC1ON(=O)=O ," InChI=1S/C5H6NO7/c1-5(13-10)3(12-6(8)9)2-11-4(5)7/h3H,2H2,1H3 ",C5H6NO7,539
MCOCOMOXO2, CC(=O)C(=O)OCO[O] ," InChI=1S/C4H5O5/c1-3(5)4(6)8-2-9-7/h2H2,1H3 ",C4H5O5,540
PXYFUO2, [O]OC1(C)C(O)COC1=O ," InChI=1S/C5H7O5/c1-5(10-8)3(6)2-9-4(5)7/h3,6H,2H2,1H3 ",C5H7O5,541
C47CHO, O=CC(C(C=O)(O)C)O[N+](=O)[O-] ," InChI=1S/C5H7NO6/c1-5(9,3-8)4(2-7)12-6(10)11/h2-4,9H,1H3 ",C5H7NO6,542
INB1HPCHO, OOC(C=O)C(C)(CO)ON(=O)=O ," InChI=1S/C5H9NO7/c1-5(3-8,13-6(9)10)4(2-7)12-11/h2,4,8,11H,3H2,1H3 ",C5H9NO7,543
INB1NACHO, O=CC(ON(=O)=O)C(C)(CO)ON(=O)=O ," InChI=1S/C5H8N2O8/c1-5(3-9,15-7(12)13)4(2-8)14-6(10)11/h2,4,9H,3H2,1H3 ",C5H8N2O8,544
INB1NBCHO, OCC(ON(=O)=O)C(C)(C=O)ON(=O)=O ," InChI=1S/C5H8N2O8/c1-5(3-9,15-7(12)13)4(2-8)14-6(10)11/h3-4,8H,2H2,1H3 ",C5H8N2O8,545
INB1GLYOX, O=CC(=O)C(C)(CO)ON(=O)=O ," InChI=1S/C5H7NO6/c1-5(3-8,4(9)2-7)12-6(10)11/h2,8H,3H2,1H3 ",C5H7NO6,546
IECCO3, CC1(CO1)C(O)C(=O)O[O] ," InChI=1S/C5H7O5/c1-5(2-9-5)3(6)4(7)10-8/h3,6H,2H2,1H3 ",C5H7O5,547
C535OOH, OOC(=O)C(C(C=O)(OO)C)O ," InChI=1S/C5H8O7/c1-5(2-6,12-10)3(7)4(8)11-9/h2-3,7,9-10H,1H3 ",C5H8O7,548
C535O, CC(C(C(=O)OO)O)(C=O)[O] ," InChI=1S/C5H7O6/c1-5(9,2-6)3(7)4(8)11-10/h2-3,7,10H,1H3 ",C5H7O6,549
HPC52CO3, OOCC(C(C(=O)O[O])O)(OO)C ," InChI=1S/C5H9O8/c1-5(13-10,2-11-8)3(6)4(7)12-9/h3,6,8,10H,2H2,1H3 ",C5H9O8,550
INDHCO3, OCC(ON(=O)=O)C(C)(O)C(=O)O[O] ," InChI=1S/C5H8NO8/c1-5(9,4(8)14-12)3(2-7)13-6(10)11/h3,7,9H,2H2,1H3 ",C5H8NO8,551
C4M2ALOHNO3, O=CC(O)C(C)(C=O)ON(=O)=O ," InChI=1S/C5H7NO6/c1-5(3-8,4(9)2-7)12-6(10)11/h2-4,9H,1H3 ",C5H7NO6,552
C57NO3CO3, OCC(O)C(C)(ON(=O)=O)C(=O)O[O] ," InChI=1S/C5H8NO8/c1-5(3(8)2-7,4(9)13-12)14-6(10)11/h3,7-8H,2H2,1H3 ",C5H8NO8,553
INDHPCHO, OCC(ON(=O)=O)C(C)(OO)C=O ," InChI=1S/C5H9NO7/c1-5(3-8,13-11)4(2-7)12-6(9)10/h3-4,7,11H,2H2,1H3 ",C5H9NO7,554
INAHPCO3, [O]OC(=O)C(C)(OO)C(O)CON(=O)=O ," InChI=1S/C5H8NO9/c1-5(15-12,4(8)14-11)3(7)2-13-6(9)10/h3,7,12H,2H2,1H3 ",C5H8NO9,555
INANCO3, [O]OC(=O)C(C)(ON(=O)=O)C(O)CON(=O)=O ," InChI=1S/C5H7N2O10/c1-5(4(9)16-14,17-7(12)13)3(8)2-15-6(10)11/h3,8H,2H2,1H3 ",C5H7N2O10,556
INANCOCHO, O=CC(C)(ON(=O)=O)C(=O)CON(=O)=O ," InChI=1S/C5H6N2O8/c1-5(3-8,15-7(12)13)4(9)2-14-6(10)11/h3H,2H2,1H3 ",C5H6N2O8,557
INAHCO3, [O]OC(=O)C(C)(O)C(O)CON(=O)=O ," InChI=1S/C5H8NO8/c1-5(9,4(8)14-12)3(7)2-13-6(10)11/h3,7,9H,2H2,1H3 ",C5H8NO8,558
C58NO3CO2H, OCC(C)(ON(=O)=O)C(O)C(=O)O ," InChI=1S/C5H9NO7/c1-5(2-7,13-6(11)12)3(8)4(9)10/h3,7-8H,2H2,1H3,(H,9,10) ",C5H9NO7,559
C58NO3CO3H, OOC(=O)C(O)C(C)(CO)ON(=O)=O ," InChI=1S/C5H9NO8/c1-5(2-7,14-6(10)11)3(8)4(9)13-12/h3,7-8,12H,2H2,1H3 ",C5H9NO8,560
C58NO3PAN, OCC(C)(ON(=O)=O)C(O)C(=O)OON(=O)=O ," InChI=1S/C5H8N2O10/c1-5(2-8,16-6(11)12)3(9)4(10)15-17-7(13)14/h3,8-9H,2H2,1H3 ",C5H8N2O10,561
A2PANOO, OCC(O)C(=O)O[O] ," InChI=1S/C3H5O5/c4-1-2(5)3(6)8-7/h2,4-5H,1H2 ",C3H5O5,562
HCOCOHCO3, OC(C=O)C(=O)O[O] ," InChI=1S/C3H3O5/c4-1-2(5)3(6)8-7/h1-2,5H ",C3H3O5,563
NMGLYOX, O=CC(=O)CON(=O)=O ," InChI=1S/C3H3NO5/c5-1-3(6)2-9-4(7)8/h1H,2H2 ",C3H3NO5,564
ETHO2HNO3, OOCCON(=O)=O ," InChI=1S/C2H5NO5/c4-3(5)7-1-2-8-6/h6H,1-2H2 ",C2H5NO5,565
ETHENO3O, [O]CCON(=O)=O , InChI=1S/C2H4NO4/c4-1-2-7-3(5)6/h1-2H2 ,C2H4NO4,566
ETHOHNO3, OCCON(=O)=O ," InChI=1S/C2H5NO4/c4-1-2-7-3(5)6/h4H,1-2H2 ",C2H5NO4,567
HYETHO2H, OCCOO ," InChI=1S/C2H6O3/c3-1-2-5-4/h3-4H,1-2H2 ",C2H6O3,568
HOCH2CH2O, OCC[O] ," InChI=1S/C2H5O2/c3-1-2-4/h3H,1-2H2 ",C2H5O2,569
ETHGLY, OCCO ," InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2 ",C2H6O2,570
HIEPOXB, OCC1OC1(CO)CO ," InChI=1S/C5H10O4/c6-1-4-5(2-7,3-8)9-4/h4,6-8H,1-3H2 ",C5H10O4,571
NC524O2, OCC(ON(=O)=O)C(CO)(CO)O[O] ," InChI=1S/C5H10NO8/c7-1-4(13-6(10)11)5(2-8,3-9)14-12/h4,7-9H,1-3H2 ",C5H10NO8,572
C525O2, OCC(=O)C(CO)(CO)O[O] ," InChI=1S/C5H9O6/c6-1-4(9)5(2-7,3-8)11-10/h6-8H,1-3H2 ",C5H9O6,573
HMACO3, OCC(=C)C(=O)O[O] ," InChI=1S/C4H5O4/c1-3(2-5)4(6)8-7/h5H,1-2H2 ",C4H5O4,574
HMGLYOOA, [O-]/[O+]=C(\CO)/C=O ," InChI=1S/C3H4O4/c4-1-3(2-5)7-6/h1,5H,2H2 ",C3H4O4,575
HMACRO2, OCC(CO)(O[O])C=O ," InChI=1S/C4H7O5/c5-1-4(2-6,3-7)9-8/h1,6-7H,2-3H2 ",C4H7O5,576
MMCFOOH, OOCOC(=O)OC=O ," InChI=1S/C3H4O6/c4-1-7-3(5)8-2-9-6/h1,6H,2H2 ",C3H4O6,577
MMCFNO3, O=COC(=O)OCON(=O)=O ," InChI=1S/C3H3NO7/c5-1-9-3(6)10-2-11-4(7)8/h1H,2H2 ",C3H3NO7,578
MMCFO, [O]COC(=O)OC=O ," InChI=1S/C3H3O5/c4-1-7-3(6)8-2-5/h1H,2H2 ",C3H3O5,579
DFC, O=COC(=O)OC=O , InChI=1S/C3H2O5/c4-1-7-3(6)8-2-5/h1-2H ,C3H2O5,580
MMCFOH, OCOC(=O)OC=O ," InChI=1S/C3H4O5/c4-1-7-3(6)8-2-5/h1,5H,2H2 ",C3H4O5,581
C531OOH, OOCC(=O)C=COC=O ," InChI=1S/C5H6O5/c6-4-9-2-1-5(7)3-10-8/h1-2,4,8H,3H2 ",C5H6O5,582
C531O, O=COC=CC(=O)C[O] ," InChI=1S/C5H5O4/c6-3-5(8)1-2-9-4-7/h1-2,4H,3H2 ",C5H5O4,583
C532CO, O=COC=CC(=O)C ," InChI=1S/C5H6O3/c1-5(7)2-3-8-4-6/h2-4H,1H3 ",C5H6O3,584
INCNCO2H, O=N(=O)OCC(C)(O)C(ON(=O)=O)C(=O)O ," InChI=1S/C5H8N2O9/c1-5(10,2-15-6(11)12)3(4(8)9)16-7(13)14/h3,10H,2H2,1H3,(H,8,9) ",C5H8N2O9,585
INCNCO3H, OOC(=O)C(ON(=O)=O)C(C)(O)CON(=O)=O ," InChI=1S/C5H8N2O10/c1-5(9,2-15-6(10)11)3(4(8)17-14)16-7(12)13/h3,9,14H,2H2,1H3 ",C5H8N2O10,586
INCNPAN, O=N(=O)OOC(=O)C(ON(=O)=O)C(C)(O)CON(=O)=O ," InChI=1S/C5H7N3O12/c1-5(10,2-17-6(11)12)3(18-7(13)14)4(9)19-20-8(15)16/h3,10H,2H2,1H3 ",C5H7N3O12,587
CH3COPAN, O=N(=O)OOC(=O)C(=O)C , InChI=1S/C3H3NO6/c1-2(5)3(6)9-10-4(7)8/h1H3 ,C3H3NO6,588
COHM2CO3, CC(O)(C=O)C(=O)O[O] ," InChI=1S/C4H5O5/c1-4(7,2-5)3(6)9-8/h2,7H,1H3 ",C4H5O5,589
H13CO2CO3H, OCC(=O)C(O)C(=O)OO ," InChI=1S/C4H6O6/c5-1-2(6)3(7)4(8)10-9/h3,5,7,9H,1H2 ",C4H6O6,590
C4PAN10, OCC(=O)C(O)C(=O)OON(=O)=O ," InChI=1S/C4H5NO8/c6-1-2(7)3(8)4(9)12-13-5(10)11/h3,6,8H,1H2 ",C4H5NO8,591
IEACO3H, CC(O)(C1CO1)C(=O)OO ," InChI=1S/C5H8O5/c1-5(7,3-2-9-3)4(6)10-8/h3,7-8H,2H2,1H3 ",C5H8O5,592
IEAPAN, O=N(=O)OOC(=O)C(C)(O)C1OC1 ," InChI=1S/C5H7NO7/c1-5(8,3-2-11-3)4(7)12-13-6(9)10/h3,8H,2H2,1H3 ",C5H7NO7,593
MMALANHY, O=C1C=C(C)C(=O)O1 ," InChI=1S/C5H4O3/c1-3-2-4(6)8-5(3)7/h2H,1H3 ",C5H4O3,594
NPXYFUOOH, OOC1(C)C(=O)OCC1ON(=O)=O ," InChI=1S/C5H7NO7/c1-5(13-10)3(12-6(8)9)2-11-4(5)7/h3,10H,2H2,1H3 ",C5H7NO7,595
NPXYFUO, O=N(=O)OC1COC(=O)C1(C)[O] ," InChI=1S/C5H6NO6/c1-5(8)3(12-6(9)10)2-11-4(5)7/h3H,2H2,1H3 ",C5H6NO6,596
MCOCOMOOOH, CC(=O)C(=O)OCOO ," InChI=1S/C4H6O5/c1-3(5)4(6)8-2-9-7/h7H,2H2,1H3 ",C4H6O5,597
MCOCOMOXO, CC(=O)C(=O)OC[O] ," InChI=1S/C4H5O4/c1-3(6)4(7)8-2-5/h2H2,1H3 ",C4H5O4,598
PXYFUOOH, OOC1(C)C(O)COC1=O ," InChI=1S/C5H8O5/c1-5(10-8)3(6)2-9-4(5)7/h3,6,8H,2H2,1H3 ",C5H8O5,599
PXYFUO, CC1([O])C(O)COC1=O ," InChI=1S/C5H7O4/c1-5(8)3(6)2-9-4(5)7/h3,6H,2H2,1H3 ",C5H7O4,600
PXYFUOH, CC1(O)C(O)COC1=O ," InChI=1S/C5H8O4/c1-5(8)3(6)2-9-4(5)7/h3,6,8H,2H2,1H3 ",C5H8O4,601
C47CO3, O=CC(C(C(=O)O[O])(O)C)O[N+](=O)[O-] ," InChI=1S/C5H6NO8/c1-5(9,4(8)14-12)3(2-7)13-6(10)11/h2-3,9H,1H3 ",C5H6NO8,602
INB1HPCO3, [O]OC(=O)C(OO)C(C)(CO)ON(=O)=O ," InChI=1S/C5H8NO9/c1-5(2-7,15-6(9)10)3(13-11)4(8)14-12/h3,7,11H,2H2,1H3 ",C5H8NO9,603
INB1NACO3, [O]OC(=O)C(ON(=O)=O)C(C)(CO)ON(=O)=O ," InChI=1S/C5H7N2O10/c1-5(2-8,17-7(12)13)3(4(9)16-14)15-6(10)11/h3,8H,2H2,1H3 ",C5H7N2O10,604
INB1NBCO3, [O]OC(=O)C(C)(ON(=O)=O)C(CO)ON(=O)=O ," InChI=1S/C5H7N2O10/c1-5(4(9)16-14,17-7(12)13)3(2-8)15-6(10)11/h3,8H,2H2,1H3 ",C5H7N2O10,605
IECCO3H, CC1(CO1)C(O)C(=O)OO ," InChI=1S/C5H8O5/c1-5(2-9-5)3(6)4(7)10-8/h3,6,8H,2H2,1H3 ",C5H8O5,606
IECPAN, O=N(=O)OOC(=O)C(O)C1(C)OC1 ," InChI=1S/C5H7NO7/c1-5(2-11-5)3(7)4(8)12-13-6(9)10/h3,7H,2H2,1H3 ",C5H7NO7,607
HPC52CO3H, OOCC(C(C(=O)OO)O)(OO)C ," InChI=1S/C5H10O8/c1-5(13-10,2-11-8)3(6)4(7)12-9/h3,6,8-10H,2H2,1H3 ",C5H10O8,608
HPC52PAN, OOCC(C(C(=O)OO[N+](=O)[O-])O)(OO)C ," InChI=1S/C5H9NO10/c1-5(15-12,2-13-11)3(7)4(8)14-16-6(9)10/h3,7,11-12H,2H2,1H3 ",C5H9NO10,609
INDHCO3H, OCC(ON(=O)=O)C(C)(O)C(=O)OO ," InChI=1S/C5H9NO8/c1-5(9,4(8)14-12)3(2-7)13-6(10)11/h3,7,9,12H,2H2,1H3 ",C5H9NO8,610
INDHPAN, OCC(ON(=O)=O)C(C)(O)C(=O)OON(=O)=O ," InChI=1S/C5H8N2O10/c1-5(10,3(2-8)15-6(11)12)4(9)16-17-7(13)14/h3,8,10H,2H2,1H3 ",C5H8N2O10,611
MMALNACO3, [O]OC(=O)C(O)C(C)(C=O)ON(=O)=O ," InChI=1S/C5H6NO8/c1-5(2-7,14-6(10)11)3(8)4(9)13-12/h2-3,8H,1H3 ",C5H6NO8,612
MMALNBCO3, O=CC(O)C(C)(ON(=O)=O)C(=O)O[O] ," InChI=1S/C5H6NO8/c1-5(3(8)2-7,4(9)13-12)14-6(10)11/h2-3,8H,1H3 ",C5H6NO8,613
C57NO3CO2H, OCC(O)C(C)(ON(=O)=O)C(=O)O ," InChI=1S/C5H9NO7/c1-5(4(9)10,3(8)2-7)13-6(11)12/h3,7-8H,2H2,1H3,(H,9,10) ",C5H9NO7,614
C57NO3CO3H, OCC(O)C(C)(ON(=O)=O)C(=O)OO ," InChI=1S/C5H9NO8/c1-5(3(8)2-7,4(9)13-12)14-6(10)11/h3,7-8,12H,2H2,1H3 ",C5H9NO8,615
C57NO3PAN, OCC(O)C(C)(ON(=O)=O)C(=O)OON(=O)=O ," InChI=1S/C5H8N2O10/c1-5(3(9)2-8,16-6(11)12)4(10)15-17-7(13)14/h3,8-9H,2H2,1H3 ",C5H8N2O10,616
INDHPCO3, [O]OC(=O)C(C)(OO)C(CO)ON(=O)=O ," InChI=1S/C5H8NO9/c1-5(15-12,4(8)14-11)3(2-7)13-6(9)10/h3,7,12H,2H2,1H3 ",C5H8NO9,617
INAHPCO2H, OOC(C)(C(=O)O)C(O)CON(=O)=O ," InChI=1S/C5H9NO8/c1-5(14-12,4(8)9)3(7)2-13-6(10)11/h3,7,12H,2H2,1H3,(H,8,9) ",C5H9NO8,618
INAHPCO3H, OOC(=O)C(C)(OO)C(O)CON(=O)=O ," InChI=1S/C5H9NO9/c1-5(15-12,4(8)14-11)3(7)2-13-6(9)10/h3,7,11-12H,2H2,1H3 ",C5H9NO9,619
INAHPPAN, OOC(C)(C(O)CON(=O)=O)C(=O)OON(=O)=O ," InChI=1S/C5H8N2O11/c1-5(17-14,3(8)2-15-6(10)11)4(9)16-18-7(12)13/h3,8,14H,2H2,1H3 ",C5H8N2O11,620
INANCO2H, O=N(=O)OCC(O)C(C)(ON(=O)=O)C(=O)O ," InChI=1S/C5H8N2O9/c1-5(4(9)10,16-7(13)14)3(8)2-15-6(11)12/h3,8H,2H2,1H3,(H,9,10) ",C5H8N2O9,621
INANCO3H, OOC(=O)C(C)(ON(=O)=O)C(O)CON(=O)=O ," InChI=1S/C5H8N2O10/c1-5(4(9)16-14,17-7(12)13)3(8)2-15-6(10)11/h3,8,14H,2H2,1H3 ",C5H8N2O10,622
INANPAN, O=N(=O)OCC(O)C(C)(ON(=O)=O)C(=O)OON(=O)=O ," InChI=1S/C5H7N3O12/c1-5(19-7(13)14,3(9)2-17-6(11)12)4(10)18-20-8(15)16/h3,9H,2H2,1H3 ",C5H7N3O12,623
INANCOCO3, [O]OC(=O)C(C)(ON(=O)=O)C(=O)CON(=O)=O ," InChI=1S/C5H5N2O10/c1-5(4(9)16-14,17-7(12)13)3(8)2-15-6(10)11/h2H2,1H3 ",C5H5N2O10,624
INAHCO2H, O=N(=O)OCC(O)C(C)(O)C(=O)O ," InChI=1S/C5H9NO7/c1-5(10,4(8)9)3(7)2-13-6(11)12/h3,7,10H,2H2,1H3,(H,8,9) ",C5H9NO7,625
INAHCO3H, OOC(=O)C(C)(O)C(O)CON(=O)=O ," InChI=1S/C5H9NO8/c1-5(9,4(8)14-12)3(7)2-13-6(10)11/h3,7,9,12H,2H2,1H3 ",C5H9NO8,626
INAHPAN, O=N(=O)OCC(O)C(C)(O)C(=O)OON(=O)=O ," InChI=1S/C5H8N2O10/c1-5(10,3(8)2-15-6(11)12)4(9)16-17-7(13)14/h3,8,10H,2H2,1H3 ",C5H8N2O10,627
MMALNACO2H, O=CC(C)(ON(=O)=O)C(O)C(=O)O ," InChI=1S/C5H7NO7/c1-5(2-7,13-6(11)12)3(8)4(9)10/h2-3,8H,1H3,(H,9,10) ",C5H7NO7,628
MMALNACO3H, OOC(=O)C(O)C(C)(C=O)ON(=O)=O ," InChI=1S/C5H7NO8/c1-5(2-7,14-6(10)11)3(8)4(9)13-12/h2-3,8,12H,1H3 ",C5H7NO8,629
MMALNAPAN, O=CC(C)(ON(=O)=O)C(O)C(=O)OON(=O)=O ," InChI=1S/C5H6N2O10/c1-5(2-8,16-6(11)12)3(9)4(10)15-17-7(13)14/h2-3,9H,1H3 ",C5H6N2O10,630
A2PANO, OCC(O)C(=O)[O] ," InChI=1S/C3H5O4/c4-1-2(5)3(6)7/h2,4-5H,1H2 ",C3H5O4,631
C2OHOCO2H, OCC(O)C(=O)O ," InChI=1S/C3H6O4/c4-1-2(5)3(6)7/h2,4-5H,1H2,(H,6,7) ",C3H6O4,632
C2OHOCOOH, OCC(O)C(=O)OO ," InChI=1S/C3H6O5/c4-1-2(5)3(6)8-7/h2,4-5,7H,1H2 ",C3H6O5,633
A2PAN, OCC(O)C(=O)OON(=O)=O ," InChI=1S/C3H5NO7/c5-1-2(6)3(7)10-11-4(8)9/h2,5-6H,1H2 ",C3H5NO7,634
HCOCOHCO3H, OC(C=O)C(=O)OO ," InChI=1S/C3H4O5/c4-1-2(5)3(6)8-7/h1-2,5,7H ",C3H4O5,635
HCOCOHPAN, O=CC(O)C(=O)OON(=O)=O ," InChI=1S/C3H3NO7/c5-1-2(6)3(7)10-11-4(8)9/h1-2,6H ",C3H3NO7,636
HIEB1O2, OCC(O)C(CO)(O[O])C=O ," InChI=1S/C5H9O6/c6-1-4(9)5(2-7,3-8)11-10/h2,4,6,8-9H,1,3H2 ",C5H9O6,637
HIEB2O2, [O]OC(C=O)C(O)(CO)CO ," InChI=1S/C5H9O6/c6-1-4(11-10)5(9,2-7)3-8/h1,4,7-9H,2-3H2 ",C5H9O6,638
NC524OOH, OCC(ON(=O)=O)C(CO)(CO)OO ," InChI=1S/C5H11NO8/c7-1-4(13-6(10)11)5(2-8,3-9)14-12/h4,7-9,12H,1-3H2 ",C5H11NO8,639
NC524NO3, OCC(ON(=O)=O)C(CO)(CO)ON(=O)=O ," InChI=1S/C5H10N2O9/c8-1-4(15-6(11)12)5(2-9,3-10)16-7(13)14/h4,8-10H,1-3H2 ",C5H10N2O9,640
NC524O, OCC(ON(=O)=O)C([O])(CO)CO ," InChI=1S/C5H10NO7/c7-1-4(13-6(11)12)5(10,2-8)3-9/h4,7-9H,1-3H2 ",C5H10NO7,641
NC524OH, OCC(ON(=O)=O)C(O)(CO)CO ," InChI=1S/C5H11NO7/c7-1-4(13-6(11)12)5(10,2-8)3-9/h4,7-10H,1-3H2 ",C5H11NO7,642
C525OOH, OCC(=O)C(CO)(CO)OO ," InChI=1S/C5H10O6/c6-1-4(9)5(2-7,3-8)11-10/h6-8,10H,1-3H2 ",C5H10O6,643
C525O, OCC(=O)C([O])(CO)CO ," InChI=1S/C5H9O5/c6-1-4(9)5(10,2-7)3-8/h6-8H,1-3H2 ",C5H9O5,644
HMACO2H, OCC(=C)C(=O)O ," InChI=1S/C4H6O3/c1-3(2-5)4(6)7/h5H,1-2H2,(H,6,7) ",C4H6O3,645
HMACO3H, OCC(=C)C(=O)OO ," InChI=1S/C4H6O4/c1-3(2-5)4(6)8-7/h5,7H,1-2H2 ",C4H6O4,646
HMPAN, OCC(=C)C(=O)OON(=O)=O ," InChI=1S/C4H5NO6/c1-3(2-6)4(7)10-11-5(8)9/h6H,1-2H2 ",C4H5NO6,647
HMGLYOO, [O-]/[O+]=C(\CO)/C=O ," InChI=1S/C3H4O4/c4-1-3(2-5)7-6/h1,5H,2H2 ",C3H4O4,648
HMACROOH, OCC(CO)(OO)C=O ," InChI=1S/C4H8O5/c5-1-4(2-6,3-7)9-8/h1,6-8H,2-3H2 ",C4H8O5,649
HMACRO, OCC([O])(CO)C=O ," InChI=1S/C4H7O4/c5-1-4(8,2-6)3-7/h1,6-7H,2-3H2 ",C4H7O4,650
H13CO2C3, OCC(=O)CO ," InChI=1S/C3H6O3/c4-1-3(6)2-5/h4-5H,1-2H2 ",C3H6O3,651
HMACROH, OCC(O)(CO)C=O ," InChI=1S/C4H8O4/c5-1-4(8,2-6)3-7/h1,6-8H,2-3H2 ",C4H8O4,652
C531CO, O=COC=CC(=O)C=O , InChI=1S/C5H4O4/c6-3-5(8)1-2-9-4-7/h1-4H ,C5H4O4,653
C31CO3, O=COC=CC(=O)O[O] , InChI=1S/C4H3O5/c5-3-8-2-1-4(6)9-7/h1-3H ,C4H3O5,654
C533O2, O=COC(C(C(=O)C)O[O])O ," InChI=1S/C5H7O6/c1-3(7)4(11-9)5(8)10-2-6/h2,4-5,8H,1H3 ",C5H7O6,655
MMALANHYO2, CC1(O[O])C(O)C(=O)OC1=O ," InChI=1S/C5H5O6/c1-5(11-9)2(6)3(7)10-4(5)8/h2,6H,1H3 ",C5H5O6,656
C23O3CCHO, O=CCOC(=O)C(=O)C ," InChI=1S/C5H6O4/c1-4(7)5(8)9-3-2-6/h2H,3H2,1H3 ",C5H6O4,657
C47CO3H, O=CC(C(C(=O)OO)(O)C)O[N+](=O)[O-] ," InChI=1S/C5H7NO8/c1-5(9,4(8)14-12)3(2-7)13-6(10)11/h2-3,9,12H,1H3 ",C5H7NO8,658
C47PAN, O=CC(C(C(=O)OO[N+](=O)[O-])(O)C)O[N+](=O)[O-] ," InChI=1S/C5H6N2O10/c1-5(10,3(2-8)15-6(11)12)4(9)16-17-7(13)14/h2-3,10H,1H3 ",C5H6N2O10,659
INB1HPCO2H, OOC(C(=O)O)C(C)(CO)ON(=O)=O ," InChI=1S/C5H9NO8/c1-5(2-7,14-6(10)11)3(13-12)4(8)9/h3,7,12H,2H2,1H3,(H,8,9) ",C5H9NO8,660
INB1HPCO3H, OOC(=O)C(OO)C(C)(CO)ON(=O)=O ," InChI=1S/C5H9NO9/c1-5(2-7,15-6(9)10)3(13-11)4(8)14-12/h3,7,11-12H,2H2,1H3 ",C5H9NO9,661
INB1HPPAN, OOC(C(=O)OON(=O)=O)C(C)(CO)ON(=O)=O ," InChI=1S/C5H8N2O11/c1-5(2-8,17-6(10)11)3(15-14)4(9)16-18-7(12)13/h3,8,14H,2H2,1H3 ",C5H8N2O11,662
INB1NACO2H, OCC(C)(ON(=O)=O)C(ON(=O)=O)C(=O)O ," InChI=1S/C5H8N2O9/c1-5(2-8,16-7(13)14)3(4(9)10)15-6(11)12/h3,8H,2H2,1H3,(H,9,10) ",C5H8N2O9,663
INB1NACO3H, OOC(=O)C(ON(=O)=O)C(C)(CO)ON(=O)=O ," InChI=1S/C5H8N2O10/c1-5(2-8,17-7(12)13)3(4(9)16-14)15-6(10)11/h3,8,14H,2H2,1H3 ",C5H8N2O10,664
INB1NAPAN, OCC(C)(ON(=O)=O)C(ON(=O)=O)C(=O)OON(=O)=O ," InChI=1S/C5H7N3O12/c1-5(2-9,19-7(13)14)3(17-6(11)12)4(10)18-20-8(15)16/h3,9H,2H2,1H3 ",C5H7N3O12,665
INB1NBCO2H, OCC(ON(=O)=O)C(C)(ON(=O)=O)C(=O)O ," InChI=1S/C5H8N2O9/c1-5(4(9)10,16-7(13)14)3(2-8)15-6(11)12/h3,8H,2H2,1H3,(H,9,10) ",C5H8N2O9,666
INB1NBCO3H, OOC(=O)C(C)(ON(=O)=O)C(CO)ON(=O)=O ," InChI=1S/C5H8N2O10/c1-5(4(9)16-14,17-7(12)13)3(2-8)15-6(10)11/h3,8,14H,2H2,1H3 ",C5H8N2O10,667
INB1NBPAN, OCC(ON(=O)=O)C(C)(ON(=O)=O)C(=O)OON(=O)=O ," InChI=1S/C5H7N3O12/c1-5(19-7(13)14,3(2-9)17-6(11)12)4(10)18-20-8(15)16/h3,9H,2H2,1H3 ",C5H7N3O12,668
MMALNBCO2H, O=CC(O)C(C)(ON(=O)=O)C(=O)O ," InChI=1S/C5H7NO7/c1-5(4(9)10,3(8)2-7)13-6(11)12/h2-3,8H,1H3,(H,9,10) ",C5H7NO7,669
MMALNBCO3H, O=CC(O)C(C)(ON(=O)=O)C(=O)OO ," InChI=1S/C5H7NO8/c1-5(3(8)2-7,4(9)13-12)14-6(10)11/h2-3,8,12H,1H3 ",C5H7NO8,670
MMALNBPAN, O=CC(O)C(C)(ON(=O)=O)C(=O)OON(=O)=O ," InChI=1S/C5H6N2O10/c1-5(3(9)2-8,16-6(11)12)4(10)15-17-7(13)14/h2-3,9H,1H3 ",C5H6N2O10,671
INDHPCO3H, OOC(=O)C(C)(OO)C(CO)ON(=O)=O ," InChI=1S/C5H9NO9/c1-5(15-12,4(8)14-11)3(2-7)13-6(9)10/h3,7,11-12H,2H2,1H3 ",C5H9NO9,672
INDHPPAN, OCC(ON(=O)=O)C(C)(OO)C(=O)OON(=O)=O ," InChI=1S/C5H8N2O11/c1-5(17-14,3(2-8)15-6(10)11)4(9)16-18-7(12)13/h3,8,14H,2H2,1H3 ",C5H8N2O11,673
INANCOCO2H, O=N(=O)OCC(=O)C(C)(ON(=O)=O)C(=O)O ," InChI=1S/C5H6N2O9/c1-5(4(9)10,16-7(13)14)3(8)2-15-6(11)12/h2H2,1H3,(H,9,10) ",C5H6N2O9,674
INANCOCO3H, OOC(=O)C(C)(ON(=O)=O)C(=O)CON(=O)=O ," InChI=1S/C5H6N2O10/c1-5(4(9)16-14,17-7(12)13)3(8)2-15-6(10)11/h14H,2H2,1H3 ",C5H6N2O10,675
INANCOPAN, O=N(=O)OCC(=O)C(C)(ON(=O)=O)C(=O)OON(=O)=O ," InChI=1S/C5H5N3O12/c1-5(19-7(13)14,3(9)2-17-6(11)12)4(10)18-20-8(15)16/h2H2,1H3 ",C5H5N3O12,676
C3DIOLO2, [O]OCC(O)CO ," InChI=1S/C3H7O4/c4-1-3(5)2-7-6/h3-5H,1-2H2 ",C3H7O4,677
