u0
1.0
5.0205095272006065e10
2.8019224599866257e10
8.338827252731882e10
1.0
1.0
1.0
1.0
1.0
1.1953594112145293e13
3.654877808645299e12
9.095655103489538e9
1.0
1.0
1.0
1.1786243795574293e10
1.0
1.0
1.0
1.0
1.78285375028474e10
1.5919460985962497e11
2.3907188225288628e10
1.0
2.3907188225288628e10
1.0
2.3907188225288628e10
2.3907188225288628e10
1.0
1.0
2.3907188225288628e10
2.3907188225288628e10
1.0
2.3907188225288628e10
2.3907188225288628e10
1.0
1.0
2.3907188225288628e10
1.0
2.3907188225288628e10
2.3907188225288628e10
1.0
1.0
2.3907188225288628e10
2.3907188225288628e10
1.0
1.0
2.3907188225288628e10
2.3907188225288628e10
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
2.3907188225288628e10
2.3907188225288628e10
1.0
2.3907188225288628e10
2.3907188225288628e10
1.0
1.0
1.0
1.0
2.3907188225288628e10
1.0
2.3907188225288628e10
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
4.781443997775832e13
2.3907188225288628e10
2.3907188225288628e10
2.3907188225288628e10
1.0
2.3907188225288628e10
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
2.3907188225288628e10
1.0
2.3907188225288628e10
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
2.3907188225288628e10
1.0
2.3907188225288628e10
1.0
1.0
2.3907188225288628e10
1.0
1.0
2.3907188225288628e10
1.0
2.3907188225288628e10
1.0
2.3907188225288628e10
1.0
2.3907188225288628e10
1.0
2.3907188225288628e10
1.0
2.3907188225288628e10
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
2.3907188225288628e10
1.0
2.3907188225288628e10
2.3907188225288628e10
1.0
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
2.3907188225288628e10
2.3907188225288628e10
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
1.0
2.3907188225288628e10
2.3907188225288628e10
1.0
1.0
1.0
2.3907188225288628e10
2.3907188225288628e10
2.3907188225288628e10
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
2.3907188225288628e10
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
2.3907188225288628e10
1.0
2.3907188225288628e10
1.0
2.3907188225288628e10
1.0
2.3907188225288628e10
1.0
2.3907188225288628e10
1.0
2.3907188225288628e10
1.0
1.0
2.3907188225288628e10
1.0
2.3907188225288628e10
2.3907188225288628e10
1.0
2.3907188225288628e10
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
2.3907188225288628e10
1.0
1.0
2.3907188225288628e10
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
2.3907188225288628e10
1.0
2.3907188225288628e10
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
2.3907188225288628e10
1.0
1.0
2.3907188225288628e10
1.0
2.3907188225288628e10
1.0
1.0
2.3907188225288628e10
1.0
1.0
2.3907188225288628e10
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
2.3907188225288628e10
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
2.3907188225288628e10
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
1.0
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
2.3907188225288628e10
2.3907188225288628e10
2.3907188225288628e10
1.0
1.0
2.3907188225288628e10
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
