t,w_ap,K298CH3O2,KRO2HO2,KRO2NO3,KROPRIM,KRO2NO,KAPHO2,KNO3AL,KROSEC,KCH3O2,KAPNO,KBPAN,KFPAN,KMT01,KMT02,KMT03,KMT04,KMT05,KMT06,KMT07,KMT08,KMT09,KMT10,KMT11,KMT12,KMT13,KMT14,KMT15,KMT16,KMT17,KMT18,KPPN0,KPPNI,KRPPN,FCPPN,NCPPN,KBPPN,KDEC,K100,K10I,KR10,FC10,NC10,K120,K12I,KR12,FC12,NC12,K130,K13I,KR13,FC13,NC13,K140,K14I,KR14,FC14,NC14,K150,K15I,KR15,FC15,NC15,K160,K16I,KR16,FC16,NC16,K170,K17I,KR17,FC17,NC17,FPPN,KD0,KDI,KRD,FCD,NCD,KC0,KCI,KRC,FCC,K10,K1I,KR1,FC1,NC1,K20,K2I,KR2,FC2,NC2,K30,K3I,KR3,FC3,NC3,K40,K4I,KR4,FC4,NC4,K70,K7I,KR7,FC7,NC7,K80,K8I,KR8,FC8,NC8,K90,K9I,KR9,FC9,NC9,F10,F12,F13,F14,F15,F16,F17,FD,NC,FC,F1,F2,F3,F4,F7,F8,F9,K1,K3,K4,K2
-30.0,false,3.5e-13,2.297200132581338e-11,2.3e-12,9.122212789230025e-15,9.052562590372191e-12,1.4004901432317826e-11,2.700979034774938e-15,9.122212789230025e-15,3.511901503509464e-13,1.9874966858239844e-11,0.00027851245197580516,9.387083741451589e-12,2.117205354914494e-12,2.0551007293687536e-12,1.2374528992743742e-12,0.04212062974227261,2.2630795285797503e-13,1.9336744339138683,9.660084611623391e-12,1.143756835409619e-11,1.3695243384926409e-12,0.07782557823626834,1.5499440250280902e-13,8.026737993168499e-13,5.843922109371202e-12,1.5598448868740438,7.837295831553782e-12,2.8590094206186507e-11,7.564016207875761e-13,2.218683699644144e-12,1.4060496633865383,0.0003750779933647578,3748.686108649344,0.36,1.3134958240255452,0.0001349920671097138,1.0e6,0.2817080109856108,0.23933468485759515,1.1770463238674658,0.6,1.0317479120127726,1.1150947227859368e-11,1.307419647505084e-12,8.528973271235781,0.525,1.1053976846744347,6.276084065324262e-11,1.8e-11,3.48671336962459,0.36,1.3134958240255452,15.572030377602816,4.260213559057256,3.6552229510881036,0.4,1.2553838110134876,2.117253939500135e-9,9.062412045188554e-12,233.6302883760659,0.48,1.1548236285330042,1.9759541342465232e-7,3.0244902594417794e-11,6533.180684176576,0.5,1.1323080944932562,1.2150523954828646e-10,1.0e-12,121.50523954828647,0.3757670496674359,1.2898532574301098,0.8855218612201937,0.2576236161018247,0.0003531656979237011,729.469531204252,0.3,1.4140560065060288,6.8669202605322366e-9,1.2088129054878966e-11,568.07138882759,0.3,2.43208133742819e-12,2.992691665037928e-11,0.081267354263085,0.85,0.8396379643428482,3.1591362282554477e-12,2.2955164615173418e-11,0.13762202455160139,0.6,1.0317479120127726,8.935275232720315e-11,1.896913004344695e-12,47.10429636074472,0.35,1.32903358367515,2.8346787965530464,0.06539356113435228,43.347980250366646,0.35,1.32903358367515,1.8114842536878597e-11,3.3080588005963294e-11,0.5475973562988999,0.8109434916675565,0.8655819473124023,8.117743875803198e-11,4.1e-11,1.9799375306837068,0.4,1.2553838110134876,4.435066101042605e-12,4.7e-12,0.9436310853282139,0.6,1.0317479120127726,0.6014379513360095,0.6859199512757301,0.417776485882775,0.46631206987353113,0.8685150830231272,0.9454310607876965,0.7626268800735099,0.7896980226723561,1.4140560065060288,0.7779208989059538,0.9412781543568027,0.7400528763183521,0.6661999708881328,0.6589687897672026,0.8252857498560457,0.419860982553594,0.600182729132741,1.1260705930561393e-13,5.771656969693009e-32,4.372497522339347e-14,4.238734319719508e-14
-15.0,false,3.5e-13,2.2983706307829735e-11,2.3e-12,9.121140495238135e-15,9.053839683638583e-12,1.401028050568251e-11,2.6990111763630403e-15,9.121140495238135e-15,3.5124038278177693e-13,1.987722549833128e-11,0.00027701809415522655,9.388499491579016e-12,2.1175303214560274e-12,2.0553408984477747e-12,1.2375151228468137e-12,0.041940541587502204,2.2630705855583413e-13,1.9316532593688107,9.66198370834093e-12,1.1439390231580607e-11,1.3697743938768975e-12,0.0774929870514866,1.5505078804109926e-13,8.028122676243111e-13,5.84549346603895e-12,1.5536148812020225,7.838163319834093e-12,2.8593523321834327e-11,7.564455847143345e-13,2.2229786536367043e-12,1.3998333603912632,0.0003730347659559272,3752.554689652301,0.36,1.3134958240255452,0.0001342567383206386,1.0e6,0.28053179309672815,0.23828941923832112,1.177273392974948,0.6,1.0317479120127726,1.1155897766745973e-11,1.3075263596173492e-12,8.532063376535502,0.525,1.1053976846744347,6.280041828780069e-11,1.8e-11,3.4889121271000385,0.36,1.3134958240255452,15.512846782406623,4.242621567555089,3.656429529571799,0.4,1.2553838110134876,2.1179963399768846e-9,9.063310233082922e-12,233.68904798665812,0.48,1.1548236285330042,1.976739178575053e-7,3.0248429228945134e-11,6535.014309713261,0.5,1.1323080944932562,1.215251714854716e-10,1.0e-12,121.5251714854716,0.37580373850288395,1.2897994078819677,0.8855456345541884,0.256402233976744,0.00035125697717480834,729.956273150815,0.3,1.4140560065060288,6.872532585428068e-9,1.2089397604121912e-11,568.4760159666566,0.3,2.43250866227471e-12,2.992586986275494e-11,0.08128447638884359,0.85,0.8396379643428482,3.159654458622262e-12,2.295452226991439e-11,0.1376484520770663,0.6,1.0317479120127726,8.939450567017064e-11,1.8968687704385524e-12,47.12740652559892,0.35,1.32903358367515,2.823608058047514,0.06510949958155728,43.36706742017905,0.35,1.32903358367515,1.8119715442962564e-11,3.308174514359336e-11,0.5477255013093419,0.8109633049075898,0.865568471727173,8.120495624520829e-11,4.1e-11,1.9806086889075192,0.4,1.2553838110134876,4.43667295579846e-12,4.7e-12,0.9439729693188214,0.6,1.0317479120127726,0.6014413446221323,0.6859562156679062,0.4178301231742515,0.46634240071369865,0.8685242050587695,0.9454341757487115,0.7626701847331443,0.7897283520447482,1.4140560065060288,0.777955610964394,0.9412721526475303,0.7400351596134256,0.6662422142426889,0.6590074819159698,0.8252943389595346,0.419880109498426,0.6001804555554717,1.1262735858102773e-13,5.77467701404758e-32,4.376266815103375e-14,4.242342946007154e-14
0.0,true,3.5e-13,2.293876938720808e-11,2.3e-12,9.125260837302944e-15,9.048934193370476e-12,1.3989625877665006e-11,2.7065793416127106e-15,9.125260837302944e-15,3.510474336674637e-13,1.986854941406574e-11,0.00028279542635818375,9.38277018026709e-12,2.1153752174252534e-12,2.053675884939861e-12,1.2371869337615469e-12,0.0426334650638739,2.262710811020003e-13,1.9323234110891878,9.651946335698354e-12,1.1429817190196337e-11,1.3684832762383367e-12,0.07876014922898866,1.5483372756059334e-13,8.021837754670599e-13,5.8382630903794395e-12,1.577375289078823,7.834657621313644e-12,2.8580186123276954e-11,7.562440699422926e-13,2.2055211854615325e-12,1.4231851298180511,0.0003809459571309278,3735.9239629071976,0.36,1.3134958240255452,0.00013710384578869257,1.0e6,0.284941199212672,0.24233033088123213,1.1758379488712198,0.6,1.0317479120127726,1.1131554265406557e-11,1.3071163612219786e-12,8.51611577641033,0.525,1.1053976846744347,6.261847680335714e-11,1.8e-11,3.4788042668531745,0.36,1.3134958240255452,15.733922589559752,4.310607597552201,3.6500475242734542,0.4,1.2553838110134876,2.114132229646583e-9,9.059859392924183e-12,233.35154972689048,0.48,1.1548236285330042,1.97277920728383e-7,3.023488022694824e-11,6524.845451596991,0.5,1.1323080944932562,1.21390445041421e-10,1.0e-12,121.39044504142099,0.3756627700924159,1.290006341097393,0.8854432115053681,0.26100148844202387,0.0003586469161455699,727.7393912850123,0.3,1.4140560065060288,6.847711441655619e-9,1.208452387510569e-11,566.6513230001566,0.3,2.4297030512449264e-12,2.9929892389937706e-11,0.08117981246273313,0.85,0.8396379643428482,3.156151571076946e-12,2.295699060782141e-11,0.1374810673138338,0.6,1.0317479120127726,8.919144383343556e-11,1.8970387467900944e-12,47.016142387367125,0.35,1.32903358367515,2.865005064151976,0.06620762190508485,43.27303989651287,0.35,1.32903358367515,1.8092330686190672e-11,3.307729901270323e-11,0.5469712227483379,0.8108871616932514,0.8656202608344046,8.106043609824967e-11,4.1e-11,1.9770838072743822,0.4,1.2553838110134876,4.428380203733372e-12,4.7e-12,0.9422085539858239,0.6,1.0317479120127726,0.601419949184985,0.6857688961752267,0.4175834190652326,0.46618190829908873,0.8684717679373244,0.945416886642746,0.7624739183433282,0.789590006143684,1.4140560065060288,0.7777988239742902,0.9413088482941521,0.7401474184337024,0.6660385953861552,0.658816671326956,0.8252824627085341,0.4197796769289112,0.6001923508862002,1.1254939062284784e-13,5.76308290398092e-32,4.3618032565713034e-14,4.22843369377455e-14
15.0,true,3.5e-13,2.305640016001299e-11,2.3e-12,9.11449602232376e-15,9.061760566206823e-12,1.4043672188296318e-11,2.6868441272875662e-15,9.11449602232376e-15,3.515519402870916e-13,1.989123282019439e-11,0.00026794750381501075,9.397884546562573e-12,2.1214595047119106e-12,2.0583958201485253e-12,1.2380875091058819e-12,0.040847607455566017,2.2638464253914922e-13,1.9378949625423487,9.679545357533386e-12,1.1456115491792683e-11,1.3720222149986005e-12,0.07549990906849471,1.5540241354060412e-13,8.038737274452998e-13,5.857752777339638e-12,1.5161750367720175,7.843904720769204e-12,2.8615124224862645e-11,7.567863958690096e-13,2.251922822959826e-12,1.3632818774784843,0.0003606145775221208,3780.440288481843,0.36,1.3134958240255452,0.00012978691674364408,1.0e6,0.2736251607000817,0.23191078476140295,1.1798725142584283,0.6,1.0317479120127726,1.1197921544805999e-11,1.308187798121989e-12,8.559873101462598,0.525,1.1053976846744347,6.31098964766735e-11,1.8e-11,3.5061053598151943,0.36,1.3134958240255452,15.16624959246921,4.135176039993181,3.667618850029471,0.4,1.2553838110134876,2.124746299979025e-9,9.068877862066122e-12,234.2898793318795,0.48,1.1548236285330042,1.9836121305357017e-7,3.0270291278680634e-11,6552.999811841122,0.5,1.1323080944932562,1.2177161957991215e-10,1.0e-12,121.77161957991216,0.3760311227435831,1.289465784912436,0.8857160746657275,0.24921034501987022,0.00033965262399750186,733.7212416816282,0.3,1.4140560065060288,6.914388469099097e-9,1.2097261170028327e-11,571.5664373874889,0.3,2.4376177995019676e-12,2.9919384233371347e-11,0.08147285988536851,0.85,0.8396379643428482,3.1660621090777167e-12,2.2950542362188038e-11,0.13795151587763496,0.6,1.0317479120127726,8.974421775860097e-11,1.8965946969295257e-12,47.31860629152424,0.35,1.32903358367515,2.7587181150566464,0.06337589602377341,43.52945343797274,0.35,1.32903358367515,1.81682713835849e-11,3.308891627842322e-11,0.5490742347289311,0.8110860374358412,0.8654850049493513,8.145786737119942e-11,4.1e-11,1.9867772529560834,0.4,1.2553838110134876,4.451134012760551e-12,4.7e-12,0.9470497899490534,0.6,1.0317479120127726,0.6014804200985642,0.6862818955488528,0.41824900150483957,0.4666234152637998,0.8686173004554781,0.9454646697230643,0.7630011969735673,0.7899620807986955,1.4140560065060288,0.7782196933036032,0.9412061555181204,0.7398321836764399,0.666590721954426,0.6593358068437036,0.8253032993987773,0.42005599044472447,0.6001606686880421,1.127532780143632e-13,5.793433941708588e-32,4.399705747497147e-14,4.2649135526240916e-14
30.0,true,3.5e-13,2.310005679227001e-11,2.3e-12,9.110518032542391e-15,9.066508814057447e-12,1.4063713262449148e-11,2.6795818577037167e-15,9.110518032542391e-15,3.5173870818913934e-13,1.9899628500151913e-11,0.00026265573847766865,9.403468801017494e-12,2.1237017957990794e-12,2.060133772680398e-12,1.238418617517871e-12,0.04020618616079858,2.2642621777099851e-13,1.9383834677976102,9.689728412307424e-12,1.1465816241488441e-11,1.3733280653705076e-12,0.07432842512293844,1.5561361422937182e-13,8.044973398277426e-13,5.8649488488423705e-12,1.4941429965784883,7.847322083537294e-12,2.8628043743573064e-11,7.569862393390576e-13,2.269301361198515e-12,1.3417644323920366,0.00035337333182246743,3797.016672062086,0.36,1.3134958240255452,0.0001271809045005785,1.0e6,0.26955337730927015,0.2281717978248556,1.1813614998825535,0.6,1.0317479120127726,1.12224883216479e-11,1.308583957921036e-12,8.576055249429475,0.525,1.1053976846744347,6.329213943414711e-11,1.8e-11,3.5162299685637284,0.36,1.3134958240255452,14.961447999192842,4.072119521334582,3.674118090298447,0.4,1.2553838110134876,2.128670982648255e-9,9.072212808304496e-12,234.6363591360774,0.48,1.1548236285330042,1.9876199884653262e-7,3.028338753144367e-11,6563.400433328511,0.5,1.1323080944932562,1.2191214539370541e-10,1.0e-12,121.91214539370542,0.37616729017224887,1.2892660937448022,0.8858166304116142,0.24498442454780223,0.00033288557959693923,735.9418357636023,0.3,1.4140560065060288,6.939155996347744e-9,1.2101971492296195e-11,573.3905422571052,0.3,2.440536400931015e-12,2.9915501994568e-11,0.0815809944079883,0.85,0.8396379643428482,3.1697157802363408e-12,2.2948159943041803e-11,0.13812505177337506,0.6,1.0317479120127726,8.994888599229227e-11,1.8964306295429302e-12,47.43062287175322,0.35,1.32903358367515,2.7203975721752194,0.0623595858532388,43.624368811197435,0.35,1.32903358367515,1.819632013347126e-11,3.309321034224204e-11,0.5498505568148053,0.8111594831988731,0.8654350626893057,8.160480074950457e-11,4.1e-11,1.9903609938903553,0.4,1.2553838110134876,4.459548729703327e-12,4.7e-12,0.948840155256027,0.6,1.0317479120127726,0.601502999252182,0.6864708390338755,0.4184952190278601,0.46678642402640524,0.8686708372528305,0.9454822543858561,0.7631955160021369,0.79009921730681,1.4140560065060288,0.7783747110681808,0.9411683018741932,0.7397161194424604,0.6667940837811541,0.6595270110818847,0.8253114291814798,0.420158242367496,0.6001497107336616,1.1282877626803188e-13,5.804699267735917e-32,4.413806699177863e-14,4.278483796133995e-14
45.0,true,3.5e-13,2.311134858742999e-11,2.3e-12,9.109490630784559e-15,9.067735892829434e-12,1.4068895371481905e-11,2.6777088972185077e-15,9.109490630784559e-15,3.517869744094669e-13,1.9901798037378952e-11,0.00026130556727750295,9.404905530572217e-12,2.124263285822289e-12,2.060568110356743e-12,1.2385023189436438e-12,0.040042061435604605,2.264361793421042e-13,1.9391085735093934,9.692305368998263e-12,1.1468271671773749e-11,1.373658935213194e-12,0.0740284024481486,1.5566824211429055e-13,8.046565127011988e-13,5.866784384134837e-12,1.4884975099928284,7.848201467333802e-12,2.8631378185489555e-11,7.57037193730566e-13,2.27379089691103e-12,1.3362482968084828,0.00035152636296165396,3801.2747765215167,0.36,1.3134958240255452,0.00012651620809244572,1.0e6,0.26850879888666657,0.2272156960912472,1.1817352564359662,0.6,1.0317479120127726,1.122873580543777e-11,1.3086862944956258e-12,8.580158478518628,0.525,1.1053976846744347,6.333869421468115e-11,1.8e-11,3.5188163452600643,0.36,1.3134958240255452,14.90884855328103,4.055986223031742,3.675764101125832,0.4,1.2553838110134876,2.129665657271315e-9,9.073074331624932e-12,234.72370879275107,0.48,1.1548236285330042,1.9886376163348586e-7,3.0286770850665656e-11,6566.027214126565,0.5,1.1323080944932562,1.2194731244730955e-10,1.0e-12,121.94731244730956,0.37620246253661754,1.2892145247976974,0.8858423702332326,0.24390207130363784,0.0003311593873476347,736.5096102427607,0.3,1.4140560065060288,6.945501483359322e-9,1.2103188335808729e-11,573.8571763615564,0.3,2.441267676232952e-12,2.991449940187529e-11,0.08160817413110087,0.85,0.8396379643428482,3.1706301236300482e-12,2.2947544670476205e-11,0.1381686001339093,0.6,1.0317479120127726,9.000097081438408e-11,1.8963882577961736e-12,47.459147906228765,0.35,1.32903358367515,2.7105585482613797,0.0620996895346588,43.64850401946977,0.35,1.32903358367515,1.820339923834449e-11,3.3094319470308056e-11,0.5500460359874276,0.8111784481200515,0.8654221674992435,8.164202055379302e-11,4.1e-11,1.9912687939949516,0.4,1.2553838110134876,4.461682408829686e-12,4.7e-12,0.9492941295382312,0.6,1.0317479120127726,0.6015086889831399,0.6865186826032982,0.4185580630899727,0.4668276826990761,0.8686843171444106,0.9454866898705949,0.7632450976075593,0.790134196265927,1.4140560065060288,0.7784142657236877,0.9411587907055606,0.7396870117919051,0.6668457741380871,0.6595755484057702,0.8253139603261117,0.4201841519861718,0.6001469968144095,1.1284828889432552e-13,5.807613139525049e-32,4.4174569148412946e-14,4.281995321996502e-14
60.0,true,3.5e-13,2.3109874268381357e-11,2.3e-12,9.10962473895386e-15,9.067575703266646e-12,1.4068218802128197e-11,2.677953315009696e-15,9.10962473895386e-15,3.5178067346838157e-13,1.9901514817383513e-11,0.0002614832702282409,9.404790654616683e-12,2.124418607942106e-12,2.0606983481839893e-12,1.2385136873633902e-12,0.04006419739992561,2.264448009803021e-13,1.9344452179695684,9.692659670239983e-12,1.1468599271223105e-11,1.3736990004017058e-12,0.0740718508022419,1.5566126729369672e-13,8.046599527646649e-13,5.866845241769715e-12,1.4893069550795437,7.848130059116053e-12,2.8630983836657273e-11,7.57038700843666e-13,2.2734625629659104e-12,1.3371279926818387,0.0003517669132687093,3801.176126136762,0.36,1.3134958240255452,0.0001266027825635102,1.0e6,0.2686772605553107,0.22734027577481544,1.1818286911090066,0.6,1.0317479120127726,1.1229271526962657e-11,1.3086729359010055e-12,8.580655424979382,0.525,1.1053976846744347,6.33402382326849e-11,1.8e-11,3.5189021240380502,0.36,1.3134958240255452,14.917499551549419,4.058088595254075,3.675991590966101,0.4,1.2553838110134876,2.1297921092043867e-9,9.072961871102587e-12,234.74055545056146,0.48,1.1548236285330042,1.9887440942181358e-7,3.0286329199685626e-11,6566.474534123399,0.5,1.1323080944932562,1.2195739870260517e-10,1.0e-12,121.95739870260516,0.37619787134186505,1.2892212560328653,0.8858417743192095,0.24407246110914435,0.00033138421168358933,736.5241085842329,0.3,1.4140560065060288,6.945508741484003e-9,1.2103029492529513e-11,573.8653075059477,0.3,2.4414660330947917e-12,2.9914630269836805e-11,0.08161444788293253,0.85,0.8396379643428482,3.1708923662677348e-12,2.294762498195429e-11,0.13817954445225955,0.6,1.0317479120127726,9.000500225059095e-11,1.896393788587586e-12,47.46113533604522,0.35,1.32903358367515,2.7121673010778187,0.06213355425324853,43.650606080305124,0.35,1.32903358367515,1.8204665917734333e-11,3.309417469211465e-11,0.5500867172877999,0.8111759726966394,0.8654238506452285,8.16469872260211e-11,4.1e-11,1.9913899323419781,0.4,1.2553838110134876,4.461940820989277e-12,4.7e-12,0.9493491108487823,0.6,1.0317479120127726,0.6015101127272626,0.6865244751814857,0.418560146980235,0.46683338412408104,0.868686916149485,0.9454874449699854,0.7632461036654474,0.7901350890157766,1.4140560065060288,0.7784149546027512,0.9411565954857235,0.7396796977849669,0.6668493741242875,0.6595797741963616,0.825308362038869,0.42018760965459845,0.600146669899852,1.1284574156792116e-13,5.807232686178747e-32,4.416980252536493e-14,4.2815525725775565e-14
75.0,true,3.5e-13,2.3096460483916635e-11,2.3e-12,9.110845378105848e-15,9.06611791235957e-12,1.4062062688741771e-11,2.6801788416837316e-15,9.110845378105848e-15,3.5172333238399484e-13,1.9898937354221622e-11,0.00026309055479644745,9.403136051347176e-12,2.1239160317722826e-12,2.060316858540324e-12,1.2384302935596493e-12,0.040259911488464625,2.2644010712240037e-13,1.9345347042293386,9.690095160354688e-12,1.1466148512364697e-11,1.3733658232095074e-12,0.07443178763887022,1.555964884166273e-13,8.044882803105435e-13,5.864880762076075e-12,1.4960734404294351,7.847116533049499e-12,2.8627051799795066e-11,7.569840363233546e-13,2.2683158607162115e-12,1.3438047330193386,0.0003539637958739771,3796.4468363249716,0.36,1.3134958240255452,0.00012739341055664026,1.0e6,0.26994289422020334,0.22847724773192246,1.1814869834957635,0.6,1.0317479120127726,1.1222821349649386e-11,1.3085513536618913e-12,8.576523434287152,0.525,1.1053976846744347,6.329041308758499e-11,1.8e-11,3.5161340604213884,0.36,1.3134958240255452,14.981345385468277,4.077272916277926,3.6743543277805633,0.4,1.2553838110134876,2.128794768541912e-9,9.071938331467917e-12,234.65710311959927,0.48,1.1548236285330042,1.9877072714013145e-7,3.028230963549446e-11,6563.922287722353,0.5,1.1323080944932562,1.2192617839545894e-10,1.0e-12,121.92617839545893,0.3761560840919178,1.2892825248661879,0.8858131830067209,0.24538104762429694,0.0003334374171074506,735.9133529552942,0.3,1.4140560065060288,6.938571556309176e-9,1.2101583813727342e-11,573.3606165201664,0.3,2.440808637068214e-12,2.991582144242805e-11,0.08158922334007992,0.85,0.8396379643428482,3.170080638281932e-12,2.294835598141039e-11,0.13813977092084057,0.6,1.0317479120127726,8.995091488103295e-11,1.8964441300045145e-12,47.43135505964988,0.35,1.32903358367515,2.7241034820675507,0.06244261481733133,43.625711223602686,0.35,1.32903358367515,1.8197831692261452e-11,3.3092856965509716e-11,0.5499021045909614,0.811153440343682,0.8654391715894513,8.160983669334754e-11,4.1e-11,1.9904838217889644,0.4,1.2553838110134876,4.459792185829319e-12,4.7e-12,0.94889195443177,0.6,1.0317479120127726,0.6015049085161799,0.6864762994061185,0.4184928882241331,0.46679234614884346,0.8686740391075656,0.9454831357525044,0.7631925802659698,0.7900974616538465,1.4140560065060288,0.7783721729818985,0.9411654221297017,0.7397062803658824,0.6667954110676972,0.6595297116277005,0.8253015599164518,0.4201617478209135,0.6001493997521005,1.1282256042445527e-13,5.80377124075702e-32,4.41264440601975e-14,4.277392799217204e-14
90.0,true,3.5e-13,2.306550817173425e-11,2.3e-12,9.113665335953541e-15,9.062751721706749e-12,1.4047854095335606e-11,2.685326253445855e-15,9.113665335953541e-15,3.5159092635232413e-13,1.9892985416097196e-11,0.00026683881005205694,9.39923824777148e-12,2.1225172496493067e-12,2.0592409660063033e-12,1.2382142777870676e-12,0.04071481844523167,2.264189256302108e-13,1.9336075116920437,9.683453034405496e-12,1.1459812942968632e-11,1.3725096138381863e-12,0.07526522651389747,1.5544687553338225e-13,8.040664756541257e-13,5.860030420174208e-12,1.5117416918364441,7.844730259702915e-12,2.8617927263844413e-11,7.56849210644617e-13,2.256202658227526e-12,1.3591832964441333,0.000359090560934532,3785.0710776325145,0.36,1.3134958240255452,0.00012923845767466628,1.0e6,0.27285475152153704,0.23112511437246955,1.1805499902611973,0.6,1.0317479120127726,1.1206528398351137e-11,1.308270514426009e-12,8.565910700255973,0.525,1.1053976846744347,6.316753182077524e-11,1.8e-11,3.5093073233764023,0.36,1.3134958240255452,15.127959594764532,4.121930660423555,3.6701150118837846,0.4,1.2553838110134876,2.126225757770756e-9,9.069574165292497e-12,234.43501525213938,0.48,1.1548236285330042,1.985065036124929e-7,3.027302557432724e-11,6557.207277650983,0.5,1.1323080944932562,1.218387995155204e-10,1.0e-12,121.83879951552039,0.3760595551849084,1.2894240824236711,0.8857442227323233,0.24839922704248,0.0003382284992038553,734.412468574288,0.3,1.4140560065060288,6.921703314939351e-9,1.2098244629519154e-11,572.1245955012943,0.3,2.4389846339718295e-12,2.9918573501439526e-11,0.08152075278102676,0.85,0.8396379643428482,3.16780878740353e-12,2.2950044844249296e-11,0.1380306142712093,0.6,1.0317479120127726,8.981481870947081e-11,1.8965604351542866e-12,47.35668689733281,0.35,1.32903358367515,2.7515279903750804,0.06316234685368469,43.56278902601551,0.35,1.32903358367515,1.8179772423503704e-11,3.3089812920136934e-11,0.5494069267596352,0.8111013764779649,0.8654745742064609,8.151385008769621e-11,4.1e-11,1.9881426850657613,0.4,1.2553838110134876,4.454273564133104e-12,4.7e-12,0.9477177796027882,0.6,1.0317479120127726,0.6014906759977444,0.6863524393788724,0.4183269050922331,0.46668604083126236,0.8686397394971291,0.945471787762722,0.7630611005651855,0.7900048254910605,1.4140560065060288,0.7782671943114805,0.9411893874432448,0.7397792666006859,0.6666599231964211,0.6594030193238393,0.8252913654222691,0.4200949431404959,0.6001565326104226,1.127690367118014e-13,5.795784160864603e-32,4.4026460830992435e-14,4.2677838821580854e-14
105.0,true,3.5e-13,2.304175180015345e-11,2.3e-12,9.115832857624485e-15,9.06016590286346e-12,1.403694559959769e-11,2.689288373921781e-15,9.115832857624485e-15,3.514892159961674e-13,1.9888413002334588e-11,0.0002697541336418201,9.39619851139826e-12,2.1213039661109884e-12,2.0583008172483466e-12,1.2380345684745563e-12,0.04106739720877023,2.2639662607147788e-13,1.9320039617968818,9.677930841425822e-12,1.145455157853481e-11,1.3718012545839344e-12,0.07590928385399624,1.5533197730569438e-13,8.037275848239962e-13,5.8561210907177206e-12,1.5238469557388108,7.842870127167425e-12,2.8610890883384503e-11,7.567405852968567e-13,2.246780391608748e-12,1.3710197740332903,0.00036308049680859367,3776.076616850217,0.36,1.3134958240255452,0.00013067437299261894,1.0e6,0.27509350044057157,0.23318063518818175,1.1797441936744244,0.6,1.0317479120127726,1.1193203036442886e-11,1.308054692727767e-12,8.557136867955428,0.525,1.1053976846744347,6.306863351798795e-11,1.8e-11,3.5038129732215526,0.36,1.3134958240255452,15.240481160861377,4.156578887581749,3.6665925447473264,0.4,1.2553838110134876,2.1240979834295e-9,9.067757404880812e-12,234.247332453577,0.48,1.1548236285330042,1.9828915799226677e-7,3.026589146128208e-11,6551.571700636342,0.5,1.1323080944932562,1.2176277993735436e-10,1.0e-12,121.76277993735437,0.3759853683735565,1.2895329004764418,0.8856895098271859,0.2507253349201555,0.00034195681389751837,733.2076002886604,0.3,1.4140560065060288,6.908260754837179e-9,1.2095678644314586e-11,571.1346141032207,0.3,2.4374054172414045e-12,2.9920689000457e-11,0.08146220888175992,0.85,0.8396379643428482,3.1658322783712135e-12,2.2951343046625976e-11,0.13793668945384943,0.6,1.0317479120127726,8.970379398084474e-11,1.896649836129146e-12,47.29591739713026,0.35,1.32903358367515,2.7725857197278083,0.06372103962929686,43.511307032301836,0.35,1.32903358367515,1.816457596918115e-11,3.308747335279877e-11,0.5489864933323676,0.8110613498249807,0.8655017932516121,8.143419614326156e-11,4.1e-11,1.9861999059332087,0.4,1.2553838110134876,4.449711171336824e-12,4.7e-12,0.9467470577312391,0.6,1.0317479120127726,0.6014784808137514,0.686249906099734,0.4181932074619689,0.46659765974112644,0.8686107188036035,0.9454622523525521,0.7629554613508216,0.7899302844372664,1.4140560065060288,0.7781829030688934,0.9412098851804658,0.7398421053072277,0.6665494579483106,0.6592991925084728,0.8252867659673279,0.42003952229297165,0.6001625618660066,1.1272792495807298e-13,5.789654150964251e-32,4.394978508198976e-14,4.260405234762139e-14
